"id","name","app","section","displaytype","displaydata","displayinclude","required","value","description"
"core.link_social_youtube","YouTube Page Link","core","Social Media","TEXTBOX-REG","","","0","","Enter your YouTube URL to display a YouTube link in the Social Media skin widget.  If you do not enter a URL, a link will not be printed for YouTube."
"core.metadesc","Meta Description","core","Frontend Meta Information","TEXTAREA-SMALL","","","1","Self-adhesive vinyl and film for sign making, large format digital printing and stencil masking as well as heat activated films for garment decoration and a wide selection of both double-sided and single-sided tapes. The UK's main supplier of speciality films such as metallised vinyl and film, dichroic film, glass manifestation vinyl as well as printable media for wall, floor and window graphics.","Enter a description to be used in the Meta description tag in XHTML displays for pages.  This meta tag specification may be overridden on the page level."
"core.metakeywords","Meta Keywords","core","Frontend Meta Information","TEXTAREA-SMALL","","","1","sign vinyl, signmaking vinyl, digital print media, stencil films, heatpress vinyl, digital vinyl, digital print vinyl, sign making vinyl, glass etch, etched glass vinyl, dichroic, metallised film, metallized film, metal effect vinyl, self-adhesive","Enter keywords to be used in the Meta keywords tag in XHTML displays for pages.  This meta tag specification may be overridden on the page level."
"core.metatitle","Meta Title","core","Frontend Meta Information","TEXTBOX-REG","","","1","dorotape","Enter a page title to be used in the Meta title tag in XHTML displays for pages.  This meta tag specification may be overridden on the page level."
"core.multisite","MultiSite Status","core","MultiSite","SELECT-BOOL","","","1","1","Select true (1) to activate MultiSite functionality, or false (0) to deactivate it.  You can manage all sites pointed to this software using the System | MultiSite management interface function."
"core.postcodeanywhere_acctcode","PCA Predict Account Code","core","PCA Predict Lookup Settings","TEXTBOX-REG","","","0","","This is the account code for your PCA Predict account used to do postal code lookups."
"core.postcodeanywhere_active","Activate PCA Predict Lookup","core","PCA Predict Lookup Settings","SELECT-BOOL","","","1","0","Select true to activate postal code lookups for users.  You must enter accurate PCA Predict account information if you activate this function."
"core.postcodeanywhere_liccode","PCA Predict License Code","core","PCA Predict Lookup Settings","TEXTBOX-REG","","","0","","This is the license code for your PCA Predict account used to do postal code lookups."
"core.remoteskinexporter_status","Remote Skin Exporter Status","core","Remote Skin Exporter","SELECT-BOOL","","","1","0","Select true to activate remote skin exports for inclusion in Kryptronic templates for third party software like Wordpress and VanillaForum."
"core.sendmailsasself","Override From Address","core","Mail Settings","SELECT-BOOL","","","1","1","Select true (1) to send all mails using the site owner email address.  Dy default some mail messages are sent from customer email accounts, and this can cause issues if you use a remote mail server with stringent SPF and DKIM checks.  This setting is used to bypass such checks.  The default is false (0), which is applicable for most installations."
"core.seo_bingadstagid","Bing Ads Tag ID","core","Search Engine Optimization Settings","TEXTBOX-REG","","","0","","If you have a Bing Ads account, you can enter your Bing Ads Tag ID here to activate pageview and conversion tracking through Bing Ads.  Leave this field blank to disable Bing Ads usage."
"core.seo_facebookpixelid","Facebook Pixel ID","core","Search Engine Optimization Settings","TEXTBOX-REG","","","0","","Enter your Facebook Pixel ID to enable Facebook Pixel connectivity. Leave this field blank to disable usage."
"core.seo_googleacct","Google Analytics Account","core","Search Engine Optimization Settings","TEXTBOX-REG","","","0","","Enter your Google Analytics account number to automatically track all URLs generated by this software through Google Analytics.  Leave this field blank to disable Google Analytics usage."
"core.seo_googleadwords","Google Adwords Conversion ID","core","Search Engine Optimization Settings","TEXTBOX-REG","","","0","","Enter your Google Adwords Conversion ID to use Google Adwords Conversion. Leave this field blank to disable usage."
"core.seo_googletagmanager","Google Tag Manager ID","core","Search Engine Optimization Settings","TEXTBOX-REG","","","0","GTM-KJC4L4WW","Enter your Google Tag Manager ID to enable Google Tag Manager connectivity. Leave this field blank to disable usage."
"core.seo_status","SEO Status","core","Search Engine Optimization Settings","SELECT-BOOL","","","1","1","Enable Search Engine Optimization (SEO) here.  If you choose to enable SEO you will need to set up URL rewrite rules within your server configuration or server account.  Information can be found in the manual on how to do this.  Turning this feature on will produce search engine friendly URLs for FrontEnd component interfaces."
"core.session_logoutminbe","Management Interface Account Idle Time (Minutes)","core","Security","TEXTBOX-REG","","","1","60","Enter the number of minutes that must elapse before a user is logged out automatically due to inactivity.  This applies to the management interface."
"core.session_logoutminfe","FrontEnd Account Idle Time (Minutes)","core","Security","TEXTBOX-REG","","","1","30","Enter the number of minutes that must elapse before a user is logged out automatically due to inactivity.  This applies to frontend interfaces."
"core.show_addbook","Show Delivery Address Book","core","Account Section","SELECT-BOOL","","","1","1","Select true to display the delivery address book for users.  Sites that do not ship any items should not display the delivery address book."
"core.sitemap_se","Automate SiteMap Submission to Search Engines","core","SiteMap","CHECKBOX-CUSTOM","core.sitemap_se","","0","GOOGLE, BING, ASK","Select zero or more search engines to which you would like your SiteMap URL sent each time it is generated.  The SiteMap is generated on a daily basis."
"core.sitemap_showcats","Show Categories in SiteMap","core","SiteMap","SELECT-BOOL","","","1","1","If you have an ecommerce component installed: Select true to display categories in the SiteMap."
"core.sitemap_showhtml","Show HTML Pages in SiteMap","core","SiteMap","SELECT-BOOL","","","1","1","If you have a content management system component installed: Select true to display HTML pages in the SiteMap."
"core.sitemap_showmanus","Show Manufacturers in SiteMap","core","SiteMap","SELECT-BOOL","","","1","1","If you have an ecommerce component installed: Select true to display manufacturers in the SiteMap."
"core.sitemap_showprods","Show Products in SiteMap","core","SiteMap","SELECT-BOOL","","","1","1","If you have an ecommerce component installed: Select true to display products in the SiteMap."
"core.sitemap_showxmodarticles","Show Articles in SiteMap","core","SiteMap","SELECT-BOOL","","","1","1","If you have a content management system component installed, and the Articles extension module installed: Select true to display articles in the SiteMap."
"core.sitemap_showxmodarticlescat","Show Article Categories in SiteMap","core","SiteMap","SELECT-BOOL","","","1","1","If you have a content management system component installed, and the Articles extension module installed: Select true to display article categories in the SiteMap."
"core.sitemap_status","Activate SiteMap","core","SiteMap","SELECT-BOOL","","","1","1","This status indicator allows you to turn SiteMap functions on (true) or off (false)."
"core.siteowneradd","Site Owner Address","core","Site Information","TEXTBOX-REG","","","1","New Mill, Farndon Road","Enter the address where the site owner resides below."
"core.siteownercity","Site Owner City","core","Site Information","TEXTBOX-REG","","","1","Market Harborough","Enter the city where the site owner resides below."
"core.siteownercountry","Site Owner Country","core","Site Information","SELECT-TABLE","SELECT {COLS} FROM core_country","","1","UK - England & Wales","Select the country where the site owner resides below."
"core.siteowneremail","Site Owner Email Address","core","Mail Settings","TEXTBOX-REG","","","1","sales@dorotape.co.uk","This email address is used as a default address for the site owner."
"core.siteownerphone","Site Owner Telephone Number (Display)","core","Site Information","TEXTBOX-REG","","","1","01858 431642","Enter the telephone number to be displayed for the site owner below."
"core.siteownerphonelink","Site Owner Telephone Number (Link)","core","Site Information","TEXTBOX-REG","","","1","01858431642","Enter the telephone number to be used in links for the site owner below."
"core.siteownerstateprov","Site Owner State/Province","core","Site Information","SELECT-TABLE","SELECT {COLS} FROM core_stateprov","","1","Leicestershire","Select the state/province where the site owner resides below."
"core.siteownerzip","Site Owner Zip/Postal Code","core","Site Information","TEXTBOX-REG","","","1","LE16 9NP","Enter the zip/postal code where the site owner resides below."
"core.site_name","Common Site Name","core","Site Information","TEXTBOX-REG","","","1","dorotape","This is the common name to be used for your Internet site.  This common name is used throughout the software to display the name of your site."
"core.skins_maillogo","MailMessage Skin: Logo","core","Display Skins","FILE-UPLOAD","{PUBLIC}/media/skins/logos","","1","Logo_2021_Mail_Small.png","This is the logo presented at the top of the MailMessage skin. Do not exceed 760px in width, unless you have modified the MailMessage skin."
"core.skins_mainlogo","Flex Skin: Logo","core","Display Skins","FILE-UPLOAD","{PUBLIC}/media/skins/logos","","1","Logo_2021_Main_Strapline_Small.png","This is the logo presented at the top of the Flex skin."
"core.skins_printlogo","Print Display: Logo","core","Display Skins","FILE-UPLOAD","{PUBLIC}/media/skins/logos","","1","Logo_2021_Printable.png","This is the logo presented at the top of the Print Display. Do not exceed 550px in width."
"core.stats_financialusers","Limit Financial Reports","core","Report Settings","TEXTAREA-SMALL","","","0","","Enter a single, or comma-delimited list of user account ids (email addresses) to which you would like to limit financial reports.  If any account ids are entered here, only listed accounts will have access to financial reports."
"core.stats_status","Enable Statistical Logging","core","Report Settings","SELECT-BOOL","","","1","1","Statistical logging can be turned on or off here.  Logging should be enabled unless your server is under heavy load and you want to conserve resources."
"core.strongpassinfo","Strong Password Field Information Display","core","Security","TEXTAREA-SMALL","","","1","For security purposes, your password must be at least ten characters long, and contain at least one uppercase letter, one lowercase letter, and one number.","Describe password strength requirements.  This language is displayed on password forms/fields which require strong passwords."
"core.taxcompanyeuaff","Company Info: Company Affiliations","core","Site Information","TEXTBOX-REG","","","0","","Enter any affiliations your company may have with trade or professional associations.  Include membership details and registration numbers for each.  This information will be displayed on the Company Information page."
"core.taxcompanyeunumber","Company Info: Company Registration Number","core","Site Information","TEXTBOX-REG","","","0","02328674","Enter the registration number for your company.  This information will be displayed on the Company Information page."
"core.taxcountry","Standard Tax System: Taxable Countries","core","Tax Settings","CHECKBOX-TABLE","SELECT {COLS} FROM core_country WHERE region<>'UK' AND region<>'EU'","","0","United States, Gibraltar, Greenland, Iceland, Norway, San Marino, Switzerland","For the Standard Tax System, select the countries in which country taxes should be charged."
"core.taxcountryeudisp","VAT System: Pricing Tax Display","core","Tax Settings","SELECT-CUSTOM","core.taxcountryeudisp","","1","EXCL","For the VAT System, select whether to display catalog prices including tax, excluding tax or both."
"core.taxcountryeuentry","VAT System: Catalog Price Tax Entry","core","Tax Settings","SELECT-CUSTOM","core.taxcountryeuentry","","1","EXCL","For the VAT System, select whether catalog prices are entered including or excluding tax."
"core.taxcountryeuhome","VAT System: Home Country","core","Tax Settings","SELECT-TABLE","SELECT {COLS} FROM core_country WHERE region='EU' OR region='UK'","","1","UK - England & Wales","For the VAT System, select the Home Country for calculating tax."
"core.taxcountryeuname","VAT System: Country Tax Name","core","Taxes: Display Language","TEXTBOX-REG","","","1","VAT","Default: VAT"
"core.taxcountryeutextexcl","VAT System: VAT Excluded","core","Taxes: Display Language","TEXTBOX-REG","","","1","ex VAT","Default: Exc VAT"
"core.taxcountryeutextincl","VAT System: VAT Included","core","Taxes: Display Language","TEXTBOX-REG","","","1","inc VAT","Default: Inc VAT"
"core.taxcountryeutextzero","VAT System: Zero VAT / Not Rated","core","Taxes: Display Language","TEXTBOX-REG","","","1","Zero VAT","Default: Zero VAT"
"core.taxcountryeuzero","VAT System: Display Zero Tax","core","Tax Settings","SELECT-BOOL","","","1","0","For the VAT System, select true to display zero tax information for catalog prices where zero tax is calculated."
"core.taxcountrystdname","Standard Tax System: Country Tax Name","core","Taxes: Display Language","TEXTBOX-REG","","","1","VAT","Default: Country Tax"
"core.taxcountrysys","Active Tax System","core","Tax Settings","SELECT-CUSTOM","core.taxcountrysys","","1","EUVAT","Select the Active Tax System.  If the Regional VAT System is selected, region-specific rules (EU or UK) will be applied based on the VAT System: Home Country selection.  VAT will be calculated on exports to the EU and UK from foreign locations, regardless of the selected Active Tax System.  You can control export settings using the Taxes: Exports settings function."
"core.taxeuismicrobusiness","VAT System: European Union Micro-Business Status","core","Tax Settings","SELECT-BOOL","","","1","0","For the VAT System, select true (1) to activate European Union Micro-Business logic for shipments within the EU.  Micro-Businesses charge VAT at the Home Country rate.  Select false (0) to charge VAT at the destination country rate."
"core.taxnexusstatus","Standard Tax System: Tax Nexus Status","core","Tax Settings","SELECT-BOOL","","","1","0","For the Standard Tax System, select true (1) to activate Tax Nexus, which will charge tax whenever the shipment destination is a taxable location, regardless of shipment origin."
"core.taxstateprov","Standard Tax System: Taxable States and Provinces","core","Tax Settings","CHECKBOX-TABLE","SELECT {COLS} FROM core_stateprov WHERE region<>'UK' AND region<>'EU'","","0","","For the Standard Tax System, select the states and provinces in which state and province taxes should be charged."
"core.taxstateprovstdname","Standard Tax System: State/Province Tax Name","core","Taxes: Display Language","TEXTBOX-REG","","","1","State/Province Tax","Default: State/Province Tax"
"core.taxvalidateeunum","VAT System: Validate Tax Exemption Numbers","core","Tax Settings","SELECT-BOOL","","","1","1","For the VAT System, choose whether or not to validate tax exemption numbers."
"core.taxvateunumber","EU OSS/IOSS Tax Registration Number","core","Taxes: Registration Numbers","TEXTBOX-REG","","","0","","Enter the EU OSS/IOSS tax registration number for your company, if you have one.  This information will be displayed on the Company Information page, and on order confirmations and invoices where tax information is required."
"core.taxvateuothernumber","EU Country-Specific Tax Registration Numbers","core","Taxes: Registration Numbers","TEXTAREA-SCHEMAT","SELECT {COLS} FROM core_country WHERE region='EU':core.taxvateuothernumber:id:Country;regnum:Tax Registration Number","","0","","Enter country-specific tax registration numbers for any EU countries for which a number has been issued.  This information will be displayed on the Company Information page, and on order confirmations and invoices where tax information is required."
"core.taxvatuknumber","UK Tax Registration Number","core","Taxes: Registration Numbers","TEXTBOX-REG","","","0","GB486 5722 07","Enter the UK tax registration number for your company, if you have one.  This information will be displayed on the Company Information page, and on order confirmations and invoices where tax information is required."
"core.termsandconditionsdesc","Terms and Conditions Description Override","core","Privacy Settings","TEXTAREA-WYSIWYG","","","0","<p>When you agree to the <a id=""kmodal_termsandconditions"" href=""<?php print $this->link_namespace('cms','display','termsofuse'); ?>"" title=""Terms and Conditions"">Terms and Conditions</a>, you consent to our use of your personal information to provide you services and products as requested. To see how to control your personal data, please see our <a id=""kmodal_privacypolicy"" href=""<?php print $this->link_namespace('cms','display','privacy'); ?>"" title=""Privacy Policy"">Privacy Policy</a>.  We do not sell or distribute your personal information.</p>

<?php 

$js_docready  = 'jQuery(\'#kmodal_termsandconditions\').click(function(){return ajaxExec ({\'primary\': \'kmodal_termsandconditions\',  \'modal\': \'Terms and Conditions\', \'app\': \'cms\', \'ns\': \'display\', \'ref\': \'termsofuse\'});});';
$this->append_global_array('core.js_docready',$js_docready);

$js_docready  = 'jQuery(\'#kmodal_privacypolicy\').click(function(){return ajaxExec ({\'primary\': \'kmodal_privacypolicy\',  \'modal\': \'Privacy Policy\', \'app\': \'cms\', \'ns\': \'display\', \'ref\': \'privacy\'});});';
$this->append_global_array('core.js_docready',$js_docready);

?>","For the Terms and Conditions fields displayed when personal information is collected (create account, guest checkout, contact), enter a description to be used in place of the default description.  This description can contain XHTML tags, and PHP."
"core.termsandconditionsstatus","Terms and Conditions Field Status","core","Privacy Settings","SELECT-BOOL","","","1","1","Select true (1) to display Terms and Conditions fields for functions that collect personal information like contact, create account and guest checkout.  Select false (0) to disable this field in those areas."
"core.time_store_tempfiles","Unmodified Temp File Storage Time","core","Cron Settings","SELECT-CUSTOM","core.cron.days","","1","86400","Select the number of days to store temp files on the server.  Temp files are used for a variety of purposes including storing debug information."
"core.time_store_uploadedfiles","Uploaded File Storage Time","core","Cron Settings","SELECT-CUSTOM","core.cron.days","","1","864000","Select the number of days to store uploaded files on the server."
"core.upload_filetypes","Upload File Types Allowed","core","Security","CHECKBOX-CUSTOM","core.upload_filetypes","","1","jpg, jpeg, pjpeg, png, xpng, gif","Select the file types that may be uploaded by users."
"core.upload_maxsize","Upload File Size Maximum","core","Security","TEXTBOX-REG","","","0","75000","Enter the maximum file size, in bytes, that may be uploaded when a file is uploaded by a user. Please note that the actual limit on the size may be further restricted by web server settings."
"core.vanillaforumfeed_cachettl","Vanilla Forum Feed Cache TTL","core","Remote Skin Exporter","TEXTBOX-SMALL","","","1","3600","Enter the number of seconds (time to live, or TTL) for the Vanilla Forum feed to be cached.  Enter zero (0) to turn off this feature and pull the feed in realtime on every request.  The default is 1 hour (3600 seconds)."
"core.vanillaforumfeed_numposts","Vanilla Forum Feed Number of Posts","core","Remote Skin Exporter","TEXTBOX-SMALL","","","1","2","Enter the number of posts for the Vanilla Forum feed to preview.  This field has a minimum value of 1 and a maximum value of 10."
"core.vanillaforumfeed_status","Vanilla Forum Feed Status","core","Remote Skin Exporter","SELECT-BOOL","","","1","0","Select true to activate the Vanilla Forum Feed module, which allows inclusion of a formatted Vanilla Forum feed within the software."
"core.vanillaforumfeed_url","Vanilla Forum Feed URL","core","Remote Skin Exporter","TEXTBOX-REG","","","1","http://www.yourdomain.com/forum/discussions.rss","Enter the URL for your forum's RSS feed.  This URL must have a trailing slash (/).  Example: http://www.yourdomain.com/forum/discussions.rss"
"core.whlactive","Wholesale System Status","core","Wholesale Settings","SELECT-BOOL","","","1","1","Select below to activate the wholesale system.  A true value activates the system and a false value deactivates the system.  If you activate the wholesale system, be sure to add wholesale prices to e-commerce component products and product options."
"core.whldiscalert","Wholesale Discount Change Alert Status","core","Wholesale Settings","SELECT-BOOL","","","1","1","Select true (1) to send mail message alerts when discounts are changes for wholesale customers.  To turn this functionality off, select false (0)."
"core.wholesalepctbase","Wholesale Percentage Default Schema","core","Wholesale Settings","TEXTAREA-SCHEMAT","SELECT {COLS} FROM ecom_manus:core.wholesalepctbase:id:Manufacturer;pctbase:Base Discount Pct;pctprimo:Premium Discount Pct","","0","DEMO-ROCKSOLID||
Stahls||
Roland||
Vivid||
Emblem||
LGHausys||
Kernow||
R-Tape||
Orafol||
Ritrama||
Poli-Tape||
Aslan||
Doro_Tape||
Swann-Morton||
Olfa||
ATP||
Intercoat||
Folex||
Adventa||
Reflexite||
DEMO-COUNTRYACOUSTICS||
DEMO-AMPMASTER||
DEMO-PEDALPOWER||
DEMO-DEMOSTORE||
DEFAULT|0|0","Enter a default wholesale percentage schema for wholesale accounts."
"core.wholesalepremiumactive","Wholesale Premium Discount Status","core","Wholesale Settings","SELECT-BOOL","","","1","0","Select true (1) to activate premium level discounts for all wholesale customers.  Typically this setting is set to false (0), and regular discounts apply."
"core.wholesale_applicationemail","Submission Email Address","core","Wholesale Settings","TEXTBOX-REG","","","1","mick.ingram@dorotape.co.uk","Enter the email address where wholesale account applications can be submitted."
"core.wholesale_applicationfax","Submission Fax Number","core","Wholesale Settings","TEXTBOX-REG","","","1",".","Enter the fax number where wholesale account applications can be submitted."
"core.wholesale_applicationpdf","Wholesale Application (PDF)","core","Wholesale Settings","FILE-UPLOAD","{PUBLIC}/media/core/pdf","","1","wholesaleapp.pdf","Upload a wholesale application in PDF format, which will be displayed on the wholesale application page.  This application should request all pertinent information from potential wholesalers."
"core.wholesale_showapply","Wholesale Application Dialog Display","core","Wholesale Settings","SELECT-BOOL","","","1","1","Select true (1) to display wholesale application dialogs where applicable."
"core.wordpressfeed_cachettl","Wordpress Feed Cache TTL","core","Remote Skin Exporter","TEXTBOX-SMALL","","","1","3600","Enter the number of seconds (time to live, or TTL) for the Wordpress feed to be cached.  Enter zero (0) to turn off this feature and pull the feed in realtime on every request.  The default is 1 hour (3600 seconds)."
"core.wordpressfeed_numarticles","Wordpress Feed Number of Articles","core","Remote Skin Exporter","TEXTBOX-SMALL","","","1","2","Enter the number of articles for the Wordpress feed to preview.  This field has a minimum value of 1 and a maximum value of 10."
"core.wordpressfeed_status","Wordpress Feed Status","core","Remote Skin Exporter","SELECT-BOOL","","","1","0","Select true to activate the Wordpress Feed module, which allows inclusion of a formatted Wordpress feed within the software."
"core.wordpressfeed_url","Wordpress Feed URL","core","Remote Skin Exporter","TEXTBOX-REG","","","1","http://www.yourdomain.com/blog/feed/","Enter the URL for your blog's RSS feed.  This URL must have a trailing slash (/).  Example: http://www.yourdomain.com/blog/feed/"
"core.xmodmailchimpactive","Activate Mail Chimp Connection","core","Extension Module: Mail Chimp","SELECT-BOOL","","","1","1","Select true (1) to activate the Mail Chimp Extension Module. When active, Mail Chimp will be kept in synch with the email list."
"core.xmodmailchimpapikey","API Key","core","Extension Module: Mail Chimp","TEXTBOX-REG","","","1","41b75f2c926f4297211d10f0026af126-us4","Enter your Mail Chimp API Key below."
"core.xmodmailchimplist","Email List Number","core","Extension Module: Mail Chimp","TEXTBOX-REG","","","1","aa22ee8d78","Enter the list number for the email list which should be used for the email list synch.  The default Mail Chimp list number is '1'."
"ecom.acctsyserroremail","Error Report Email Address","ecom","Accounting Settings","TEXTBOX-REG","","","1","mick.ingram@dorotape.co.uk","Enter the an email address which should receive messages concerning problems with accounting system integrations.  Typically these errors messages are sent when problems occur during interaction with accounting systems."
"ecom.acctsyspaymethod_acctsysalt","Default Payment Method: Alternate System","ecom","Accounting Settings","TEXTBOX-REG","","","1","Check","Enter the default payment method name, to be used for unmapped payment methods, for the accounting system using the Alternate Accounting System Data Slot."
"ecom.acctsyspaymethod_acctsyspri","Default Payment Method: Primary System","ecom","Accounting Settings","TEXTBOX-REG","","","1","Check","Enter the default payment method name, to be used for unmapped payment methods, for the accounting system using the Primary Accounting System Data Slot."
"ecom.acctsysshipmethod_acctsysalt","Default Shipping Method: Alternate System","ecom","Accounting Settings","TEXTBOX-REG","","","1","Common Carrier","Enter the default shipping method name, to be used for unmapped shipping methods, for the accounting system using the Alternate Accounting System Data Slot."
"ecom.acctsysshipmethod_acctsyspri","Default Shipping Method: Primary System","ecom","Accounting Settings","TEXTBOX-REG","","","1","Common Carrier","Enter the default shipping method name, to be used for unmapped shipping methods, for the accounting system using the Primary Accounting System Data Slot."
"ecom.acctsystaxvendorid","Default Tax Vendor","ecom","Accounting Settings","SELECT-TABLE","SELECT {COLS} FROM ecom_vendors","","1","TAXAUTHORITY","Select the vendor to be assigned to tax items created for accounting system integrations.  If you require tax items to use different vendors, after tax items are exported to your accounting system, adjust vendors in the accounting system directly for applicable items."
"ecom.acctsys_manfeepct","Management Fee Percentage","ecom","Accounting Settings","TEXTBOX-REG","","","1","10.000","Enter the default management fee percentage used by some accounting integrations for intercompany sales."
"ecom.activateminicartajax","Activate Ajax Mini Cart","ecom","Ajax Mini Cart","SELECT-BOOL","","","1","1","Select true to activate an ajax mini cart, or false to deactivate it."
"ecom.activateprodsearchajax","Activate Ajax Product Search","ecom","Ajax Product Search","SELECT-BOOL","","","1","1","Select true to activate an ajax product search, or false to deactivate it."
"ecom.affiliatecustom","Custom Script","ecom","Affiliate Settings","TEXTAREA-REG","","","1","<?php 

$order = $this->globals('ecom.thirdpartyaff_order');

print '<div class=""hidden"">';
print '<img src=""//domain.com/affiliate.php?ordernumber=' . $order['id'] . '&amp;amp;amount=' . $order['ordertotal'] . '"" alt=""Affiliate Image"" />';
print '</div>';

?>","If Affiliate Order Reporting is set to Custom Script, enter custom scripting to enable posting order information to a custom URL."
"ecom.affiliateidevurl","iDevAffiliate Script URL","ecom","Affiliate Settings","TEXTBOX-REG","","","1","//domain.com/idevaffiliate/sale.php","If Affiliate Order Reporting is set to iDevAffiliate, enter the URL for an iDevAffiliate sale.php script to enable posting order information to iDevAffiliate software."
"ecom.affiliatestatus","Affiliate Order Reporting","ecom","Affiliate Settings","SELECT-CUSTOM","ecom.affiliatestatus","","1","OFF","Select an option to enable order affiliate order reporting.  You can use an iDevAffiliate URL, or your own custom script."
"ecom.allowgiftcertpurchgiftcert","Allow Gift Certificate Use on Gift Certificate Purchases","ecom","Checkout","SELECT-BOOL","","","1","0","Select true (1) to allow gift certificates to be used to purchase gift certificates.  Select false (0) to disable the ability to purchase gift certificates with gift certificates.  Set to false (0) if you ever sell gift certificates at a discounted rate."
"ecom.allowguestco","Allow Guest Checkout","ecom","Checkout","SELECT-BOOL","","","1","0","Select true to allow checkout for guest users.  If checkout for guest users is allowed, an account will not be required to checkout."
"ecom.cartcombineinv","Combine Inventory Item Offers","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","0","Select true (1) to combine like Inventory Items in the Shopping Cart when added separately."
"ecom.cartdispimg","Display Images","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","1","Select true to display images in the shopping cart.  Images will be displayed if at least one item has a valid image and this setting is true."
"ecom.cartfreeshipprompt","Display Free Shipping Prompt","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","0","Select true (1) to display a free shipping prompt on the shopping cart page alerting the customer to free shipping information.  Available only when free shipping is available for the customer."
"ecom.cartfreeshippromptdisclaimer","Free Shipping Prompt Disclaimer","ecom","Shopping Cart and Wish List","TEXTAREA-SMALL","","","0","","Enter optional additional text to be displayed in the Free Shipping Prompt on the shopping cart page.  Free shipping exlcusions and limitations should be noted here."
"ecom.cartpromodo","Shopping Cart Promo Active","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","0","Select true (1) to enable the display of the cart promo image, or false (0) to suppress it"
"ecom.cartpromoimg","Shopping Cart Promo Image","ecom","Shopping Cart and Wish List","FILE-UPLOAD","{PUBLIC}/media/ecom/cartpromos","","1","defaultpromo.jpg","This is the image presented under the shopping cart on the shopping cart page for promo purposes.  Upload an image and set Shopping Cart Promo Active to true to activate."
"ecom.cartpromolink","Shopping Cart Promo Link (Full URL)","ecom","Shopping Cart and Wish List","TEXTBOX-REG","","","0","","Enter a full URL which will be used as a link for the Shopping Cart Promo Image.  If no URL is entered, no link will be printed with the Shopping Cart Promo Image.  Example: https://yourdomain.com/Page"
"ecom.cartquandrops","Use Quantity Selection Drop Downs","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","0","Select true (1) to use quantity selection drop downs for quantities less than 10 in the cart and wish list.  A text input option is automatically displayed for selections of 10+."
"ecom.cartshowdisc","Display Compare Savings","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","1","Select true (1) to display comparison savings in the shopping cart when pricing is discounted (wholesale, special offer pricing, sale pricing, etc)."
"ecom.cartwlupsellname","Product List: Heading Name","ecom","Shopping Cart Upsell","TEXTBOX-REG","","","1","Consider These Great Products...","If there are upsell products to display, the name below is used to present a heading."
"ecom.cartwlupsellslider","Product List: Activate Slider","ecom","Shopping Cart Upsell","SELECT-BOOL","","","1","1","If there are upsell products to display, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.cartxaddonsqtyone","Use Quantity of One for Inventory Item AddOns","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","0","Select true (1) to use a quantity of one for Inventory Item AddOns that are added to the shopping cart.  Select false (0) to use the quantity entered for the offer.  This setting does not affect AddOns using Multiple Quantity Input displays."
"ecom.catdesclist","Category List: Display Description","ecom","Categories: Standard View","SELECT-BOOL","","","1","0","Select true to display category descriptions, when enabled for each category, in standard view.  Consider displaying additional links for categories when displaying descriptions."
"ecom.catfeatgridshowtype","Category Header: Display Type","ecom","Categories: Feature Grid View","SELECT-CUSTOM","ecom.catshowtype","","1","DESCIMG","Select the type for the category header when displayed in category feature grid view.  You can select description only, image and descripiton, or to disable the display."
"ecom.catfeatgridtype","Category Section Headers: Display Type","ecom","Categories: Feature Grid View","SELECT-CUSTOM","ecom.catshowtype","","1","DESCIMG","Select the type for the category section headers in category feature grid view.  You can select description only, image and descripiton, or to disable the display."
"ecom.catgridformdisp","Product Offers: Display Add Button(s)","ecom","Categories: Feature Grid View","SELECT-BOOL","","","1","1","Select true to display add to cart, add to wish list and/or view options buttons in category feature grids."
"ecom.catlinklist","Category List: Display Additional Link","ecom","Categories: Standard View","SELECT-BOOL","","","1","1","Select true to display an additional link for the category, when enabled for each category, in standard view.  This setting is useful to highlight links when descriptions are also shown."
"ecom.catlistnum","Category List: Display per Row","ecom","Categories: Standard View","SELECT-CUSTOM","ecom.catdisprow","","1","4","This setting controls how many categories are displayed horizontally per row in wide (desktop) display mode when displayed in standard view."
"ecom.catlistshowtype","Category Header: Display Type","ecom","Categories: Standard View","SELECT-CUSTOM","ecom.catshowtype","","1","DESCIMG","Select the type for the category header when displayed in standard view.  You can select description only, image and descripiton, or to disable the display."
"ecom.checkoutdisabledmessage","Checkout Disabled Message","ecom","Checkout","TEXTAREA-SMALL","","","0","","Enter a message in this field to Disable Checkout.  If a message is present in this field, checkout will be disabled, and this message will be displayed."
"ecom.checkoutenableajax","Enable Checkout Ajax Updates","ecom","Checkout","SELECT-BOOL","","","1","1","Select true to enable ajax updates for the checkout section."
"ecom.checkoutheadermessage","Checkout Header Message","ecom","Checkout","TEXTAREA-SMALL","","","0","Please check your items and select your preferred delivery option and your chosen payment method below. ","Enter text to be displayed at the top of checkout in a bold message."
