product_id,type,old_sku,proposed_sku,sage_desc,sage_price,site_price,strategy,confidence
3432,variation,GL9-sz09,GL9,"SA GLITTER VINYL BLACK 1220MM",34.64,91.20,szNN+size-token,"restructure candidate (~3m roll)"
3469,variation,11355-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3470,variation,11355-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3471,variation,11356-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3472,variation,11356-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3473,variation,11357-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3474,variation,11357-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3475,variation,11359-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3476,variation,11359-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3477,variation,11360-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3478,variation,11360-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3479,variation,11364-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3480,variation,11364-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3481,variation,11368-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3482,variation,11368-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3483,variation,11369-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3484,variation,11369-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3485,variation,11371-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3486,variation,11371-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3487,variation,11373-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3488,variation,11373-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3489,variation,11374-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3490,variation,11374-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3491,variation,11377-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3492,variation,11377-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3493,variation,11379-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3494,variation,11379-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3495,variation,11381-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3496,variation,11381-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3497,variation,11382-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3498,variation,11383-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3499,variation,11383-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3500,variation,11385-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3501,variation,11385-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3502,variation,11388-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3503,variation,11388-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3504,variation,11392-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3505,variation,11392-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3506,variation,11395-sz01,,,,38.10,szNN+size-token,"NO MATCH"
3507,variation,11395-sz02,,,,171.50,szNN+size-token,"NO MATCH"
3512,variation,"Cover Styl' D1-sz01",,,,27.04,szNN+size-token,"NO MATCH"
3513,variation,"Cover Styl' D1-sz02",,,,1216.80,szNN+size-token,"NO MATCH"
3524,variation,DFP08-sz01,DFP081370,"ASLAN DFP08 ULTRA TACK WHITE MATT CLEAR ADHESIVE 1370MM",8.4,84.00,szNN+size-token,"restructure candidate (~10m roll)"
3525,variation,DFP08-sz02,DFP081370,"ASLAN DFP08 ULTRA TACK WHITE MATT CLEAR ADHESIVE 1370MM",8.4,378.00,szNN+size-token,"restructure candidate (~45m roll)"
3547,variation,DIGI-FABAQ-sz04,,,,255.90,szNN+size-token,"NO MATCH"
3548,variation,DIGI-FABAQ-sz05,,,,307.00,szNN+size-token,"NO MATCH"
3560,variation,E3101-sz01,,,,22.68,szNN+size-token,"NO MATCH"
3561,variation,E3101-sz02,,,,912.17,szNN+size-token,"NO MATCH"
3562,variation,E3101-sz03,,,,11.34,szNN+size-token,"NO MATCH"
3563,variation,E3101-sz04,,,,456.09,szNN+size-token,"NO MATCH"
3564,variation,E3102-sz01,,,,22.68,szNN+size-token,"NO MATCH"
3565,variation,E3102-sz02,,,,912.17,szNN+size-token,"NO MATCH"
3566,variation,E3102-sz03,,,,11.34,szNN+size-token,"NO MATCH"
3567,variation,E3102-sz04,,,,456.09,szNN+size-token,"NO MATCH"
3568,variation,E4402-sz01,,,,11.34,szNN+size-token,"NO MATCH"
3569,variation,E4402-sz02,,,,456.09,szNN+size-token,"NO MATCH"
3572,variation,E6501-sz01,,,,11.34,szNN+size-token,"NO MATCH"
3573,variation,E6501-sz02,,,,456.09,szNN+size-token,"NO MATCH"
3574,variation,E6501-sz03,,,,22.68,szNN+size-token,"NO MATCH"
3575,variation,E6501-sz04,,,,912.17,szNN+size-token,"NO MATCH"
3576,variation,E6502-sz01,,,,11.34,szNN+size-token,"NO MATCH"
3577,variation,E6502-sz02,,,,456.09,szNN+size-token,"NO MATCH"
3578,variation,E6502-sz03,,,,22.68,szNN+size-token,"NO MATCH"
3579,variation,E6502-sz04,,,,912.17,szNN+size-token,"NO MATCH"
3580,variation,EASYDOTPETSILVER-sz01,EASYDOTPETSILVER,"EASY DOT PET SILVER L-UV 1370MM",16.4,164.00,szNN+size-token,"restructure candidate (~10m roll)"
3581,variation,EASYDOTPETSILVER-sz02,EASYDOTPETSILVER,"EASY DOT PET SILVER L-UV 1370MM",16.4,442.80,szNN+size-token,"restructure candidate (~27m roll)"
3582,variation,EASYDOTPETSILVER-sz03,EASYDOTPETSILVER,"EASY DOT PET SILVER L-UV 1370MM",16.4,0.00,szNN+size-token,"check price"
3583,variation,EK301-sz01,,,,11.34,szNN+size-token,"NO MATCH"
3584,variation,EK301-sz02,,,,456.09,szNN+size-token,"NO MATCH"
3596,variation,FLO-sz01,FLO,"5LTR FLOAT-ON APPLICATION FLUID",61.6,13.20,szNN+size-token,"check price"
3597,variation,FLO-sz02,FLO,"5LTR FLOAT-ON APPLICATION FLUID",61.6,61.60,szNN+size-token,"high (price match)"
3598,variation,FLOORAPP-sz01,,,,425.90,szNN+size-token,"NO MATCH"
3599,variation,FLOORAPP-sz02,,,,425.90,szNN+size-token,"NO MATCH"
3600,variation,FLOORAPP-sz03,,,,552.25,szNN+size-token,"NO MATCH"
3602,variation,603-sz02,60350,"603 SILVER GAFFER TAPE 50MM X 50M",3.9,84.24,szNN+size-token,"restructure candidate (~22m roll)"
3603,variation,GL14-sz01,,,,34.64,szNN+size-token,"NO MATCH"
3604,variation,GL14-sz02,,,,987.00,szNN+size-token,"NO MATCH"
3605,variation,GL16-sz01,,,,34.64,szNN+size-token,"NO MATCH"
3606,variation,GL16-sz02,,,,987.00,szNN+size-token,"NO MATCH"
3609,variation,GLASSAPP-sz01,,,,93.00,szNN+size-token,"NO MATCH"
3610,variation,GLASSAPP-sz02,,,,251.10,szNN+size-token,"NO MATCH"
3611,variation,GLASSAPP-sz03,,,,105.00,szNN+size-token,"NO MATCH"
3612,variation,GLASSAPP-sz04,,,,283.50,szNN+size-token,"NO MATCH"
3613,variation,GLASSAPP-sz05,,,,93.00,szNN+size-token,"NO MATCH"
3614,variation,GLASSAPP-sz06,,,,251.10,szNN+size-token,"NO MATCH"
3615,variation,GLASSAPP-sz07,,,,127.50,szNN+size-token,"NO MATCH"
3616,variation,GLASSAPP-sz08,,,,344.25,szNN+size-token,"NO MATCH"
3620,variation,GSK-sz04,,,,25.00,szNN+size-token,"NO MATCH"
3621,variation,GSK-sz05,,,,12.50,szNN+size-token,"NO MATCH"
3624,variation,165SML-sz01,165SML1270,"ROLL UP MEDIA FOR SOLVENT PRINTING  1270MM X 30M",222.4,222.44,szNN+size-token,"check price"
3635,variation,IPA100-sz01,,,,16.10,szNN+size-token,"NO MATCH"
3636,variation,IPA100-sz02,,,,72.40,szNN+size-token,"NO MATCH"
3649,variation,"Cover Styl' K6-sz01",,,,19.00,szNN+size-token,"NO MATCH"
3650,variation,"Cover Styl' K6-sz02",,,,855.00,szNN+size-token,"NO MATCH"
3664,variation,"Cover Styl' M6-sz01",,,,19.00,szNN+size-token,"NO MATCH"
3665,variation,"Cover Styl' M6-sz02",,,,855.00,szNN+size-token,"NO MATCH"
3670,variation,MT-sz01,,,,14.20,szNN+size-token,"NO MATCH"
3671,variation,MT-sz02,,,,66.75,szNN+size-token,"NO MATCH"
3672,variation,MT-sz03,,,,28.40,szNN+size-token,"NO MATCH"
3673,variation,MT-sz04,,,,133.50,szNN+size-token,"NO MATCH"
3674,variation,MT-sz05,,,,0.00,szNN+size-token,"NO MATCH"
3675,variation,MT-sz06,,,,0.00,szNN+size-token,"NO MATCH"
3676,variation,MT1-sz01,MT1,"MASKING TAPE 25MM X 50M",1,1.00,szNN+size-token,"high (price match)"
3677,variation,MT1-sz02,MT1,"MASKING TAPE 25MM X 50M",1,31.32,szNN+size-token,"restructure candidate (~31m roll)"
3678,variation,MT2-sz01,MT2,"MASKING TAPE 50MM X 50M",2,2.00,szNN+size-token,"high (price match)"
3679,variation,MT2-sz02,MT2,"MASKING TAPE 50MM X 50M",2,41.76,szNN+size-token,"restructure candidate (~21m roll)"
3694,variation,MP326-sz01,MP3261370,"ASLAN MP326 FLOOR PROTECT R9 LAMINATE 1370MM",12.32,61.60,szNN+size-token,"restructure candidate (~5m roll)"
3695,variation,MP326-sz02,MP3261370,"ASLAN MP326 FLOOR PROTECT R9 LAMINATE 1370MM",12.32,215.60,szNN+size-token,"restructure candidate (~18m roll)"
3714,variation,"Cover Styl' NE51-sz01",,,,33.25,szNN+size-token,"NO MATCH"
3715,variation,"Cover Styl' NE51-sz02",,,,1496.25,szNN+size-token,"NO MATCH"
3720,variation,"Cover Styl' NE72-sz01",,,,27.04,szNN+size-token,"NO MATCH"
3721,variation,"Cover Styl' NE72-sz02",,,,1216.80,szNN+size-token,"NO MATCH"
3722,variation,EASYDOT-sz01,,,,220.40,szNN+size-token,"NO MATCH"
3723,variation,EASYDOT-sz02,,,,233.70,szNN+size-token,"NO MATCH"
3724,variation,EASYDOTPP-sz01,,,,272.60,szNN+size-token,"NO MATCH"
3725,variation,"Cover Styl' NF06-sz01",,,,19.00,szNN+size-token,"NO MATCH"
3726,variation,"Cover Styl' NF06-sz02",,,,855.00,szNN+size-token,"NO MATCH"
3741,variation,"Cover Styl' NH36-sz01",,,,33.25,szNN+size-token,"NO MATCH"
3742,variation,"Cover Styl' NH36-sz02",,,,1496.25,szNN+size-token,"NO MATCH"
3944,variation,P836-sz02,P8361220,"F-SIGN PLATINUM 836 PERMANENT BLUE 1220MM",6.02,135.50,szNN+size-token,"restructure candidate (~23m roll)"
3945,variation,P836-sz03,P8361220,"F-SIGN PLATINUM 836 PERMANENT BLUE 1220MM",6.02,6.76,szNN+size-token,"check price"
3946,variation,P836-sz04,P8361220,"F-SIGN PLATINUM 836 PERMANENT BLUE 1220MM",6.02,152.00,szNN+size-token,"restructure candidate (~25m roll)"
3947,variation,P836-sz05,,,,3.01,szNN+size-token,"NO MATCH"
3948,variation,P836-sz06,,,,67.75,szNN+size-token,"NO MATCH"
3949,variation,P836-sz07,,,,3.38,szNN+size-token,"NO MATCH"
3950,variation,P836-sz08,,,,76.00,szNN+size-token,"NO MATCH"
4131,variation,S-sz01,S,"BLUE SQUEEGEE (MEDIUM)",0.69,3.45,szNN+size-token,"restructure candidate (~5m roll)"
4132,variation,S-sz02,S,"BLUE SQUEEGEE (MEDIUM)",0.69,132.50,szNN+size-token,"restructure candidate (~192m roll)"
4133,variation,PP815-sz01,PP8151370,"POLI-PRINT 815 TRANSPARENT MATT DIGITAL VINYL 1372MM X 50M",105.4,99.40,szNN+unique-prefix,"check price"
4141,variation,FF200-sz01,,,,190.00,szNN+size-token,"NO MATCH"
4142,variation,FF200-sz02,,,,361.00,szNN+size-token,"NO MATCH"
4143,variation,"Cover Styl' Q2-sz01",,,,33.25,szNN+size-token,"NO MATCH"
4144,variation,"Cover Styl' Q2-sz02",,,,1496.25,szNN+size-token,"NO MATCH"
4151,variation,RIG-sz01,,,,13.95,szNN+size-token,"NO MATCH"
4152,variation,RIG-sz02,,,,62.80,szNN+size-token,"NO MATCH"
4158,variation,RJ50STA/F-sz01,RJ50STA/F760,"RI-JET C50 ULTIMATE GLOSS WHITE SLIDE & TACK AIRFREE 760MM",7.36,36.80,szNN+size-token,"restructure candidate (~5m roll)"
4159,variation,RJ50STA/F-sz02,RJ50STA/F760,"RI-JET C50 ULTIMATE GLOSS WHITE SLIDE & TACK AIRFREE 760MM",7.36,331.20,szNN+size-token,"restructure candidate (~45m roll)"
4160,variation,RJ50STA/F-sz03,RJ50STA/F1370,"RI-JET C50 ULTIMATE GLOSS WHITE SLIDE & TACK AIRFREE 1372MM",12.04,60.20,szNN+size-token,"restructure candidate (~5m roll)"
4161,variation,RJ50STA/F-sz04,RJ50STA/F1370,"RI-JET C50 ULTIMATE GLOSS WHITE SLIDE & TACK AIRFREE 1372MM",12.04,541.80,szNN+size-token,"restructure candidate (~45m roll)"
4162,variation,RJ50STA/F-sz05,,,,66.80,szNN+size-token,"NO MATCH"
4163,variation,RJ50STA/F-sz06,,,,601.20,szNN+size-token,"NO MATCH"
4168,variation,"Cover Styl' RM04-sz01",,,,19.00,szNN+size-token,"NO MATCH"
4169,variation,"Cover Styl' RM04-sz02",,,,855.00,szNN+size-token,"NO MATCH"
4174,variation,"R10 / R20-sz01",,,,13.55,szNN+size-token,"NO MATCH"
4175,variation,"R10 / R20-sz02",,,,13.55,szNN+size-token,"NO MATCH"
4176,variation,"R10 / R20-sz03",,,,15.60,szNN+size-token,"NO MATCH"
4177,variation,"RSK / MSK-sz01",,,,0.00,szNN+size-token,"NO MATCH"
4178,variation,"RSK / MSK-sz02",,,,0.00,szNN+size-token,"NO MATCH"
4179,variation,"RSK / MSK-sz03",,,,0.00,szNN+size-token,"NO MATCH"
4180,variation,"RSK / MSK-sz04",,,,0.00,szNN+size-token,"NO MATCH"
4181,variation,"RSK / MSK-sz05",,,,25.00,szNN+size-token,"NO MATCH"
4182,variation,"RSK / MSK-sz06",,,,12.50,szNN+size-token,"NO MATCH"
4183,variation,S6502-sz01,,,,5.62,szNN+size-token,"NO MATCH"
4184,variation,S6502-sz02,,,,226.22,szNN+size-token,"NO MATCH"
4185,variation,S6502-sz03,,,,11.24,szNN+size-token,"NO MATCH"
4186,variation,S6502-sz04,,,,452.43,szNN+size-token,"NO MATCH"
4203,variation,SC402-sz01,SC4021260,"RI-MARK OPTIMA 402 GLOSS ANTHRACITE 1260MM",5.12,5.50,szNN+size-token,"check price"
4204,variation,SC402-sz02,SC4021260,"RI-MARK OPTIMA 402 GLOSS ANTHRACITE 1260MM",5.12,248.00,szNN+size-token,"restructure candidate (~48m roll)"
4205,variation,SC402-sz03,,,,2.64,szNN+size-token,"NO MATCH"
4206,variation,SC402-sz04,,,,119.00,szNN+size-token,"NO MATCH"
4231,variation,SC412-sz01,SC4121260,"RI-MARK OPTIMA 412 GLOSS YELLOW 1260MM",5.12,5.50,szNN+size-token,"check price"
4232,variation,SC412-sz02,SC4121260,"RI-MARK OPTIMA 412 GLOSS YELLOW 1260MM",5.12,248.00,szNN+size-token,"restructure candidate (~48m roll)"
4233,variation,SC412-sz03,,,,2.64,szNN+size-token,"NO MATCH"
4234,variation,SC412-sz04,,,,119.00,szNN+size-token,"NO MATCH"
4247,variation,SC420-sz01,SC4201260,"RI-MARK OPTIMA 420 GLOSS ORANGE 1260MM",5.12,5.50,szNN+size-token,"check price"
4248,variation,SC420-sz02,SC4201260,"RI-MARK OPTIMA 420 GLOSS ORANGE 1260MM",5.12,248.00,szNN+size-token,"restructure candidate (~48m roll)"
4249,variation,SC420-sz03,,,,2.64,szNN+size-token,"NO MATCH"
4250,variation,SC420-sz04,,,,119.00,szNN+size-token,"NO MATCH"
4348,variation,SC471-sz02,SC4711260,"RI-MARK OPTIMA 471 GLOSS GOLD 1260MM",5.5,248.00,szNN+size-token,"restructure candidate (~45m roll)"
4349,variation,SC471-sz03,,,,2.64,szNN+size-token,"NO MATCH"
4350,variation,SC471-sz04,,,,119.00,szNN+size-token,"NO MATCH"
4356,variation,SC474-sz02,SC4741260,"RI-MARK OPTIMA 474 GLOSS COPPER 1260MM",5.5,248.00,szNN+size-token,"restructure candidate (~45m roll)"
4357,variation,SC474-sz03,,,,2.64,szNN+size-token,"NO MATCH"
4358,variation,SC474-sz04,,,,119.00,szNN+size-token,"NO MATCH"
4376,variation,SC481-sz02,SC4811260,"RI-MARK OPTIMA 481 GLOSS SILVER 1260MM",5.5,248.00,szNN+size-token,"restructure candidate (~45m roll)"
4377,variation,SC481-sz03,,,,2.64,szNN+size-token,"NO MATCH"
4378,variation,SC481-sz04,,,,119.00,szNN+size-token,"NO MATCH"
4387,variation,SC485-sz01,SC4851260,"RI-MARK OPTIMA 485 GLOSS GREEN 1260MM",5.12,5.50,szNN+size-token,"check price"
4388,variation,SC485-sz02,SC4851260,"RI-MARK OPTIMA 485 GLOSS GREEN 1260MM",5.12,248.00,szNN+size-token,"restructure candidate (~48m roll)"
4389,variation,SC485-sz03,,,,2.64,szNN+size-token,"NO MATCH"
4390,variation,SC485-sz04,,,,119.00,szNN+size-token,"NO MATCH"
4399,variation,PE190-sz01,,,,0.00,szNN+size-token,"NO MATCH"
4400,variation,PE190-sz02,,,,0.00,szNN+size-token,"NO MATCH"
4401,variation,PE190-sz03,,,,74.50,szNN+size-token,"NO MATCH"
4402,variation,PE190-sz04,,,,109.70,szNN+size-token,"NO MATCH"
4403,variation,PE190-sz05,,,,129.00,szNN+size-token,"NO MATCH"
4404,variation,PE190-sz06,,,,83.50,szNN+size-token,"NO MATCH"
4405,variation,PE190-sz07,,,,97.90,szNN+size-token,"NO MATCH"
4406,variation,S.7-sz01,,,,14.60,szNN+size-token,"NO MATCH"
4407,variation,S.7-sz02,,,,17.50,szNN+size-token,"NO MATCH"
4413,variation,HSK-sz01,,,,0.00,szNN+size-token,"NO MATCH"
4414,variation,HSK-sz02,,,,0.00,szNN+size-token,"NO MATCH"
4415,variation,HSK-sz03,,,,0.00,szNN+size-token,"NO MATCH"
4416,variation,HSK-sz04,,,,25.00,szNN+size-token,"NO MATCH"
4417,variation,HSK-sz05,,,,12.50,szNN+size-token,"NO MATCH"
4418,variation,BAG-sz01,BAG,"PROFESSIONAL SIGNMAKERS BLACK TOOL BAG WITH BELT",24.2,24.20,szNN+size-token,"high (price match)"
4419,variation,BAG-sz02,BAG,"PROFESSIONAL SIGNMAKERS BLACK TOOL BAG WITH BELT",24.2,30.30,szNN+size-token,"check price"
4420,variation,ROLINKTR-sz01,,,,101.00,szNN+size-token,"NO MATCH"
4421,variation,ROLINKTR-sz02,,,,101.00,szNN+size-token,"NO MATCH"
4422,variation,ROLINKTR-sz03,,,,101.00,szNN+size-token,"NO MATCH"
4423,variation,ROLINKTR-sz04,,,,101.00,szNN+size-token,"NO MATCH"
4424,variation,ROLINKTR-sz05,,,,101.00,szNN+size-token,"NO MATCH"
4425,variation,ROLINKTR-sz06,,,,101.00,szNN+size-token,"NO MATCH"
4426,variation,ROLINKTR-sz07,,,,101.00,szNN+size-token,"NO MATCH"
4427,variation,ROLINKTR-sz08,,,,101.00,szNN+size-token,"NO MATCH"
4428,variation,ROLINKTR-sz09,,,,53.00,szNN+size-token,"NO MATCH"
4429,variation,909-sz01,909,"TRANSPRINT TRANSFER TAPE MEDIUM TACK 500MM X 25M",51.3,51.30,szNN+size-token,"high (price match)"
4430,variation,909-sz02,909,"TRANSPRINT TRANSFER TAPE MEDIUM TACK 500MM X 25M",51.3,51.30,szNN+size-token,"high (price match)"
4431,variation,909-sz03,909,"TRANSPRINT TRANSFER TAPE MEDIUM TACK 500MM X 25M",51.3,66.00,szNN+size-token,"check price"
4496,variation,"Cover Styl' U20-sz01",,,,33.25,szNN+size-token,"NO MATCH"
4497,variation,"Cover Styl' U20-sz02",,,,1496.25,szNN+size-token,"NO MATCH"
4504,variation,ULT-sz03,ULT1310,"1310MM X 50M ULTRACRYSTALINE PERM MOUNT FILM",315.7,305.50,szNN+size-token,"check price"
4514,variation,"Cover Styl' W7-sz01",,,,33.25,szNN+size-token,"NO MATCH"
4515,variation,"Cover Styl' W7-sz02",,,,1496.25,szNN+size-token,"NO MATCH"
4516,variation,BIG-sz01,BIG,"BIG YELLOW 500MM SAFETY RULER",21.5,21.50,szNN+size-token,"high (price match)"
4517,variation,BIG-sz02,BIG,"BIG YELLOW 500MM SAFETY RULER",21.5,35.70,szNN+size-token,"check price"
4518,variation,BIG-sz03,BIG,"BIG YELLOW 500MM SAFETY RULER",21.5,6.50,szNN+size-token,"check price"
4766,variation,CF01-sz11,CF01305,"305MM CF01 NEON PINK CRAFT VINYL",4.25,21.25,szNN+size-token,"restructure candidate (~5m roll)"
4768,variation,CF01-sz13,CF01500,"500MM CF01 PINK FLUORESCENT VINYL",7.55,37.75,szNN+size-token,"restructure candidate (~5m roll)"
4770,variation,L199-sz11,L1991220,"RI-MARK EVENT 199 GLOSS TRANSPARENT 1220MM",2.94,130.00,szNN+size-token,"restructure candidate (~44m roll)"
4771,variation,L199-sz12,,,,1.47,szNN+size-token,"NO MATCH"
4772,variation,L199-sz13,,,,65.00,szNN+size-token,"NO MATCH"
4774,variation,L100-sz11,L1001220,"RI-MARK EVENT 100 GLOSS WHITE 1220MM",2.94,130.00,szNN+size-token,"restructure candidate (~44m roll)"
4775,variation,L100-sz12,,,,1.47,szNN+size-token,"NO MATCH"
4776,variation,L100-sz13,,,,65.00,szNN+size-token,"NO MATCH"
4778,variation,L145-sz11,L1451220,"RI-MARK EVENT 145 GLOSS BROWN 1220MM",3.18,140.00,szNN+size-token,"restructure candidate (~44m roll)"
4779,variation,L145-sz12,,,,1.59,szNN+size-token,"NO MATCH"
4780,variation,L145-sz13,,,,70.00,szNN+size-token,"NO MATCH"
4842,variation,L151-sz11,L1511220,"RI-MARK EVENT 151 GLOSS PERFECT PURPLE 1220MM",3.18,140.00,szNN+size-token,"restructure candidate (~44m roll)"
4843,variation,L151-sz12,,,,1.59,szNN+size-token,"NO MATCH"
4844,variation,L151-sz13,,,,70.00,szNN+size-token,"NO MATCH"
4882,variation,L101-sz11,L1011220,"RI-MARK EVENT 101 GLOSS BLACK 1220MM",2.94,130.00,szNN+size-token,"restructure candidate (~44m roll)"
4883,variation,L101-sz12,,,,1.47,szNN+size-token,"NO MATCH"
4884,variation,L101-sz13,,,,65.00,szNN+size-token,"NO MATCH"
4954,variation,M304-sz11,M3041220,"RI-MARK EVENT 304 MATT GREY 1220MM",3.5,154.00,szNN+size-token,"restructure candidate (~44m roll)"
4955,variation,M304-sz12,,,,1.75,szNN+size-token,"NO MATCH"
4956,variation,M304-sz13,,,,77.00,szNN+size-token,"NO MATCH"
5098,variation,M366-sz11,M3661220,"RI-MARK EVENT 366 MATT VIVID BLUE 1220MM",3.5,154.00,szNN+size-token,"restructure candidate (~44m roll)"
5099,variation,M366-sz12,,,,1.75,szNN+size-token,"NO MATCH"
5100,variation,M366-sz13,,,,77.00,szNN+size-token,"NO MATCH"
5129,variation,S3162-sz10,,,,5.62,szNN+size-token,"NO MATCH"
5130,variation,S3162-sz11,,,,226.22,szNN+size-token,"NO MATCH"
5131,variation,S3162-sz12,,,,11.24,szNN+size-token,"NO MATCH"
5132,variation,S3162-sz13,,,,452.43,szNN+size-token,"NO MATCH"
5142,variation,GL10-sz10,GL10,"SA GLITTER VINYL COPPER 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5143,variation,GL10-sz11,GL10,"SA GLITTER VINYL COPPER 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5144,variation,GL11-sz10,GL11,"SA GLITTER VINYL BLUE 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5145,variation,GL11-sz11,GL11,"SA GLITTER VINYL BLUE 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5146,variation,GL12-sz10,GL12,"SA GLITTER VINYL GREEN 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5147,variation,GL12-sz11,GL12,"SA GLITTER VINYL GREEN 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5148,variation,GL13-sz10,GL13,"SA GLITTER VINYL MAGENTA 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5149,variation,GL13-sz11,GL13,"SA GLITTER VINYL MAGENTA 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5150,variation,GL15-sz10,GL15,"SA GLITTER VINYL NAVY BLUE 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5151,variation,GL15-sz11,GL15,"SA GLITTER VINYL NAVY BLUE 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5152,variation,GL17-sz10,GL17,"SA GLITTER VINYL BUTTER 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5153,variation,GL17-sz11,GL17,"SA GLITTER VINYL BUTTER 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5154,variation,GL18-sz10,GL18,"SA GLITTER VINYL SALMON 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5155,variation,GL18-sz11,GL18,"SA GLITTER VINYL SALMON 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5156,variation,GL5-sz10,GL5,"SA GLITTER VINYL GOLD 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5157,variation,GL5-sz11,GL5,"SA GLITTER VINYL GOLD 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5158,variation,GL6-sz10,GL6,"SA GLITTER VINYL YELLOW 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5159,variation,GL6-sz11,GL6,"SA GLITTER VINYL YELLOW 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5160,variation,GL7-sz10,GL7,"SA GLITTER VINYL SILVER 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5161,variation,GL7-sz11,GL7,"SA GLITTER VINYL SILVER 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5162,variation,GL8-sz10,GL8,"SA GLITTER VINYL RED 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5163,variation,GL8-sz11,GL8,"SA GLITTER VINYL RED 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5164,variation,GL9-sz10,GL9,"SA GLITTER VINYL BLACK 1220MM",34.64,34.64,szNN+size-token,"high (price match)"
5165,variation,GL9-sz11,GL9,"SA GLITTER VINYL BLACK 1220MM",34.64,987.00,szNN+size-token,"restructure candidate (~28m roll)"
5170,variation,S4402-sz10,,,,5.62,szNN+size-token,"NO MATCH"
5171,variation,S4402-sz11,,,,226.22,szNN+size-token,"NO MATCH"
5172,variation,S6501-sz10,,,,5.62,szNN+size-token,"NO MATCH"
5173,variation,S6501-sz11,,,,226.22,szNN+size-token,"NO MATCH"
5174,variation,S6501-sz12,,,,12.58,szNN+size-token,"NO MATCH"
5175,variation,S6501-sz13,,,,506.36,szNN+size-token,"NO MATCH"
5176,variation,S6562-sz10,,,,5.62,szNN+size-token,"NO MATCH"
5177,variation,S6562-sz11,,,,226.22,szNN+size-token,"NO MATCH"
5178,variation,S6562-sz12,,,,11.24,szNN+size-token,"NO MATCH"
5179,variation,S6562-sz13,,,,452.43,szNN+size-token,"NO MATCH"
6507,variation,900E-sz01,900E,"1220MM X 91.4M 900E APLITAPE PAPER APPLICATION TAPE",120.3,6.04,szNN+size-token,"check price"
