"id","form","app","section","name","description","required","type","typeparam","defaultvalue","maxlength","fieldorder","custominclude"
"core.login.user","core.login","core","Login Information","Email Address or Username","","1","TEXTBOX-REG","","","150","1",""
"core.loginchangepass.passnew1","core.loginchangepass","core","New Password Selection","New Password","","1","TEXTBOX-PASS","","","150","1",""
"core.loginchangepass.passnew2","core.loginchangepass","core","New Password Selection","New Password (Confirm Entry)","","1","TEXTBOX-PASS","","","150","2",""
"core.logindevauth.kcodeauth","core.logindevauth","core","Device Authorization","Device Authorization Code","","1","TEXTBOX-REG","","","20","1",""
"core.mailsend.bcc","core.mailsend","core","Recipients","Bcc Email Addresses","Enter the email addresses for the blind carbon copied (Bcc) recipients of the mail message.  You can enter a single address or a comma-delimited list of addresses.","0","TEXTAREA-SMALL","","","0","5",""
"core.mailsend.cc","core.mailsend","core","Recipients","Cc Email Addresses","Enter the email addresses for the carbon copied (Cc) recipients of the mail message.  You can enter a single address or a comma-delimited list of addresses.","0","TEXTAREA-SMALL","","","0","4",""
"core.mailsend.from","core.mailsend","core","General Message Settings","From Email Address","Enter the email address which should be used as the from email address for the mail message.","1","TEXTBOX-REG","","","0","1",""
"core.mailsend.sendxhtml","core.mailsend","core","XHTML Message Information","Send XHTML Message (In Addition to Text)","Indicates whether an XHTML message will be sent in addition to a text message for this mail message.","1","SELECT-BOOL","","","0","7",""
"core.mailsend.subject","core.mailsend","core","General Message Settings","Message Subject","Enter the message subject for the mail message.","1","TEXTBOX-REG","","","0","2",""
"core.mailsend.text","core.mailsend","core","General Message Settings","Text Message","Enter the plain text message below.  This text should be plain ASCII text.","1","TEXTAREA-REG","","","0","6",""
"core.mailsend.to","core.mailsend","core","Recipients","To Email Addresses","Enter the email addresses for the mail (To) recipients of the mail message.  You can enter a single address or a comma-delimited list of addresses.","1","TEXTAREA-SMALL","","","0","3",""
"core.mailsend.xhtmltext","core.mailsend","core","XHTML Message Information","XHTML Message","Enter the text for the XHTML message below.  This text should be properly formatted XHTML.  You must complete this field in order to send an XHTML message.  If this field is not completed, only a plain text message will be sent.","0","TEXTAREA-REG","","","0","9",""
"core.postcodeanywhere_changeinfo.seladdress","core.postcodeanywhere_changeinfo","core","Address Selection","Addresses Found","","1","TEXTBOX-REG","","","150","1",""
"core.postcodeanywhere_lookupshow.postcode","core.postcodeanywhere_lookupshow","core","Address Lookup","Post Code","","1","TEXTBOX-REG","","{SESSION:postalcode}","150","1",""
"core.rawdbcoladdk.id","core.rawdbcoladdk","core","Column Information","Column Name","Enter the name of column you wish to add to the selected table.  The column name should be entered in lowercase letters using characters a-z and the underscore character (_) only.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbcoladdk.idbelist","core.rawdbcoladdk","core","Column Information","Guided Overview Display Indicator","Select a true value below if this column is to be displayed in backend interface guided database table overviews.","1","SELECT-BOOL","","","0","8",""
"core.rawdbcoladdk.iddesc","core.rawdbcoladdk","core","Column Information","Column Description","Enter a description for this column.","0","TEXTAREA-SMALL","","","0","7",""
"core.rawdbcoladdk.idname","core.rawdbcoladdk","core","Column Information","Display Name","Enter a display name for this column.","1","TEXTBOX-REG","","","0","2",""
"core.rawdbcoladdk.idnotnull","core.rawdbcoladdk","core","Column Information","NOT NULL (Required) Indicator","Select a true value below if this column is to have a NOT NULL parameter and will be required.  Otherwise, select a false value to allow NULLs.","1","SELECT-BOOL","","","0","5",""
"core.rawdbcoladdk.idnum","core.rawdbcoladdk","core","Column Information","Column Numeric","Enter the numeric length for the column.  This numeric is not needed for CLOB type columns.  Most relational database management systems set the maximum length for columns as follows: VARCHAR: 255, INT: 4, FLOAT: 8.","0","TEXTBOX-REG","","","0","4",""
"core.rawdbcoladdk.idsection","core.rawdbcoladdk","core","Column Information","Column Section Name","The column section name is used for backend interface displays to separate columns in XHTML forms.  Enter a section name for this column.","0","TEXTBOX-REG","","User-Defined Columns","0","6",""
"core.rawdbcoladdk.idtype","core.rawdbcoladdk","core","Column Information","Column Type","Select the column type for this column.","1","SELECT-CUSTOM","core.rawdb.coltype","","0","3",""
"core.rawdbcoladdr.id","core.rawdbcoladdr","core","Column Information","Column Name","Enter the name of column you wish to add to the selected table.  The column name should be entered in lowercase letters using characters a-z and the underscore character (_) only.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbcoladdr.idnotnull","core.rawdbcoladdr","core","Column Information","NOT NULL (Required) Indicator","Select a true value below if this column is to have a NOT NULL parameter and will be required.  Otherwise, select a false value to allow NULLs.","1","SELECT-BOOL","","","0","4",""
"core.rawdbcoladdr.idnum","core.rawdbcoladdr","core","Column Information","Column Numeric","Enter the numeric length for the Column Information.  This numeric is not needed for CLOB type columns.  Most relational database management systems set the maximum length for columns as follows: VARCHAR: 255, INT: 4, FLOAT: 8.","0","TEXTBOX-REG","","","0","3",""
"core.rawdbcoladdr.idtype","core.rawdbcoladdr","core","Column Information","Column Type","Select the column type for this column.","1","SELECT-CUSTOM","core.rawdb.coltype","","0","2",""
"core.rawdbcolmod.id","core.rawdbcolmod","core","Column Information","Column Name","The name of this column.","1","DISPLAY-REG","","","0","1",""
"core.rawdbcolmod.idbelist","core.rawdbcolmod","core","Column Information","Guided Overview Display Indicator","Select a true value below if this column is to be displayed in backend interface guided database table overviews.","1","SELECT-BOOL","","","0","5",""
"core.rawdbcolmod.iddesc","core.rawdbcolmod","core","Column Information","Column Description","Enter a description for this column.","0","TEXTAREA-SMALL","","","0","4",""
"core.rawdbcolmod.idname","core.rawdbcolmod","core","Column Information","Display Name","Enter a display name for this column.","1","TEXTBOX-REG","","","0","2",""
"core.rawdbcolmod.idsection","core.rawdbcolmod","core","Column Information","Column Section Name","The column section name is used for backend interface displays to separate columns in XHTML forms.  Enter a section name for this column.","0","TEXTBOX-REG","","","0","3",""
"core.rawdbcsvexp.csvfile","core.rawdbcsvexp","core","CSV Filename","CSV Filename","Enter the filename for the file you would like data from this table exported into.","1","TEXTBOX-REG","","dataexport.csv","0","1",""
"core.rawdbcsvexp.orderby","core.rawdbcsvexp","core","Result Manipulation","Export Order","Choose the database table column to order results by. Choose ASC for ascending results or DESC for decending results.","1","TEXTBOX-REG","","","0","4",""
"core.rawdbcsvexp.select","core.rawdbcsvexp","core","Result Manipulation","Columns to Export","Select from the list of available columns in the table below to export into the CSV file.","1","TEXTBOX-REG","","","0","2",""
"core.rawdbcsvexp.where","core.rawdbcsvexp","core","Result Manipulation","Export Criteria (WHERE Clause)","Enter a valid SQL WHERE clause below.  Do not include the keyword 'WHERE' at the beginning the clause - that will be added automatically.  A WHERE clause is not required.  If you choose not to enter a WHERE clause, all rows will be returned.  Example: (col1='x' OR col2<>'y') AND (col3='z')","0","TEXTAREA-SMALL","","","0","3",""
"core.rawdbcsvimp.csvfile","core.rawdbcsvimp","core","CSV File","CSV File","Browse your local hard drive and select the CSV file you wish to upload.  This file will be used to import data into the selected table.","1","FILE-UPLOAD","{PRIVATE}/temp","","0","1",""
"core.rawdbgsql.count","core.rawdbgsql","core","ORDER BY and LIMIT Clauses","LIMIT Clause","Choose the number of results to display per page.  This will formulate the LIMIT clause for the statement.","1","SELECT-CUSTOM","core.dbcountpp","50","0","4",""
"core.rawdbgsql.orderby","core.rawdbgsql","core","ORDER BY and LIMIT Clauses","ORDER BY Clause","Choose the database table column to order results by. Choose ASC for ascending results or DESC for decending results.","1","TEXTBOX-REG","","","0","3",""
"core.rawdbgsql.select","core.rawdbgsql","core","SELECT Clause","SELECT Clause","Select from the list of available columns in the table below to formulate the SELECT clause for the statement.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbgsql.where","core.rawdbgsql","core","WHERE Clause","WHERE Clause","Enter a valid SQL WHERE clause below.  Do not include the keyword 'WHERE' at the beginning the clause - that will be added automatically.  A WHERE clause is not required.  If you choose not to enter a WHERE clause, all rows will be returned.  Example: (col1='x' OR col2<>'y') AND (col3='z')","0","TEXTAREA-SMALL","","","0","2",""
"core.rawdbsql.selectoutput","core.rawdbsql","core","SQL Statement","Output Type (SELECT Statements)","Select the output type for SELECT statements or statements that produce results.","1","RADIO-CUSTOM","core.rawdb.selectoutput","{SESSION:rawdb.output_type}","0","2",""
"core.rawdbsql.statement","core.rawdbsql","core","SQL Statement","SQL Statement","Enter an SQL statement to submit against the database.  Read the note above about limiting result sets for statements that select data.","1","TEXTAREA-SMALL","","{SESSION:rawdb.rawsql}","0","1",""
"core.rawdbswitchdb.id","core.rawdbswitchdb","core","Available Database Connections","Available Database Connections","Select the connection you would like to use while working in Raw Database Admin.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbtbladdk.id","core.rawdbtbladdk","core","Table Information","Table Name","Enter the name of the table you would like to create.  The table name should be entered in lowercase letters using characters a-z and the underscore character (_) only.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbtbladdk.pkdesc","core.rawdbtbladdk","core","Primary Key Column","Column Description","Enter a description for this column.","0","TEXTAREA-SMALL","","","0","9",""
"core.rawdbtbladdk.pkname","core.rawdbtbladdk","core","Primary Key Column","Display Name","Enter a display name for this column.","1","TEXTBOX-REG","","","0","5",""
"core.rawdbtbladdk.pknum","core.rawdbtbladdk","core","Primary Key Column","Column Numeric","Enter the numeric length for the primary key column.  This numeric is not needed for CLOB type columns.  Most relational database management systems set the maximum length for columns as follows: VARCHAR: 255, INT: 4, FLOAT: 8.","0","TEXTBOX-REG","","","0","7",""
"core.rawdbtbladdk.pksection","core.rawdbtbladdk","core","Primary Key Column","Column Section Name","The column section name is used for backend interface displays to separate columns in XHTML forms.  Enter a section name for this column.","0","TEXTBOX-REG","","Primary Key","0","8",""
"core.rawdbtbladdk.pktype","core.rawdbtbladdk","core","Primary Key Column","Column Type","Select the column type for the primary key column.  Most relational database management systems do not support CLOB type columns as a primary key column.  Using a VARCHAR type is recommended if this column will hold text.","1","SELECT-CUSTOM","core.rawdb.coltype","","0","6",""
"core.rawdbtbladdk.primkey","core.rawdbtbladdk","core","Primary Key Column","Column Name","Enter the name of primary key column for this table.  The primary key column name should be entered in lowercase letters using characters a-z and the underscore character (_) only.","1","TEXTBOX-REG","","","0","4",""
"core.rawdbtbladdk.tbldesc","core.rawdbtbladdk","core","Table Information","Table Description","Enter a description for this table.","1","TEXTAREA-SMALL","","","0","3",""
"core.rawdbtbladdk.tblname","core.rawdbtbladdk","core","Table Information","Table Display Name","Enter a display name for this table.","1","TEXTBOX-REG","","","0","2",""
"core.rawdbtbladdr.id","core.rawdbtbladdr","core","Table Information","Table Name","Enter the name of the table you would like to create.  The table name should be entered in lowercase letters using characters a-z and the underscore character (_) only.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbtbladdr.pknum","core.rawdbtbladdr","core","Primary Key Column","Column Numeric","Enter the numeric length for the primary key column.  This numeric is not needed for CLOB type columns.  Most relational database management systems set the maximum length for columns as follows: VARCHAR: 255, INT: 4, FLOAT: 8.","0","TEXTBOX-REG","","","0","4",""
"core.rawdbtbladdr.pktype","core.rawdbtbladdr","core","Primary Key Column","Column Type","Select the column type for the primary key column.  Most relational database management systems do not support CLOB type columns as a primary key column.  Using a VARCHAR type is recommended if this column will hold text.","1","SELECT-CUSTOM","core.rawdb.coltype","","0","3",""
"core.rawdbtbladdr.primkey","core.rawdbtbladdr","core","Primary Key Column","Column Name","Enter the name of primary key column for this table.  The primary key column name should be entered in lowercase letters using characters a-z and the underscore character (_) only.","1","TEXTBOX-REG","","","0","2",""
"core.rawdbtblcopy.idname","core.rawdbtblcopy","core","New Table Information","New Table Name","Enter the name for the table you would like created as a result of the database table copy.  Be sure to enter a table name that does not exist in the database currently.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbtblmod.iddesc","core.rawdbtblmod","core","Table Information","Table Description","Enter a description for this table.","1","TEXTAREA-SMALL","","","0","4",""
"core.rawdbtblmod.iddisplay","core.rawdbtblmod","core","Display and Order Columns","Display Columns","The table display columns control which columns are displayed in selection lists generated by this software.  Enter a single column name or a comma separated list of column names.  Be sure to enter correct column names here - failure to do so will make various software functions inoperable.","1","TEXTAREA-SMALL","","","0","2",""
"core.rawdbtblmod.idname","core.rawdbtblmod","core","Table Information","Display Name","Enter a display name for this table.","1","TEXTBOX-REG","","","0","1",""
"core.rawdbtblmod.idorderby","core.rawdbtblmod","core","Display and Order Columns","Order By Columns","<p>The table order by columns control the order in which table rows are displayed by this software.  Enter a single column name or a comma separated list of column names with each column name followed by 'ASC' or 'DESC'.  Choose ASC for ascending results or DESC for decending results.  Be sure to enter correct column names here - failure to do so will make various software functions inoperable.</p><p>Example with one column: col1 ASC</p><p>Example with multiple columns: col1 ASC, col2 DESC, col3 DESC</p>","1","TEXTAREA-SMALL","","","0","3",""
"core.redirectadd.redirref","core.redirectadd","core","Redirect Target","Identifier","","1","TEXTBOX-REG","","","0","4",""
"core.redirectadd.redirtarget","core.redirectadd","core","Redirect Target","Location","","1","SELECT-CUSTOM","core.redirecttargetns","cms.display","0","3",""
"core.redirectadd.reqref","core.redirectadd","core","Current Request","Identifier","","1","TEXTBOX-REG","","","0","2",""
"core.redirectadd.reqtarget","core.redirectadd","core","Current Request","Location","","1","SELECT-CUSTOM","core.redirecttargetns","cms.display","0","1",""
"core.resetpass.passnew1","core.resetpass","core","New Password Selection","New Password","","1","TEXTBOX-PASS","","","150","1",""
"core.resetpass.passnew2","core.resetpass","core","New Password Selection","New Password (Confirm Entry)","","1","TEXTBOX-PASS","","","150","2",""
"core.resetpassreq.user","core.resetpassreq","core","Account Information","Email Address or Username","","1","TEXTBOX-REG","","{SESSION:email}","150","1",""
"core.skinclone.description","core.skinclone","core","New Skin Information","Skin Description","Enter a text description for this new skin.","1","TEXTAREA-SMALL","","","0","4",""
"core.skinclone.id","core.skinclone","core","New Skin Information","Skin Identifier","Select the identifier you would like to use for the new skin created as a result of the clone process.  The identifier you choose will be used to create a directory in the public skins directory.  Because this identifier will be used as a directory name, use only alphabetic and numeric characters in your identifier.  Do not use spaces or special characters.","1","TEXTBOX-REG","","","0","1",""
"core.skinclone.name","core.skinclone","core","New Skin Information","Skin Name","Enter a descriptive name for this skin.  This name will be presented in backend interface displays.","1","TEXTBOX-REG","","","0","2",""
"core.skinclone.version","core.skinclone","core","New Skin Information","Skin Version","Enter a version number for this new skin.","1","TEXTBOX-REG","","1.0.0","0","3",""
"core.skininstall.file","core.skininstall","core","Skin Installation","Skin Installation File","Browse your local hard drive and select the skin installation file for the skin you wish to install.  This file will be used to install a new skin.","1","FILE-UPLOAD","{PRIVATE}/temp","","0","1",""
"core.skinupdate.description","core.skinupdate","core","Skin Information","Skin Description","This is a text description for this skin.","1","TEXTAREA-SMALL","","","0","3",""
"core.skinupdate.name","core.skinupdate","core","Skin Information","Skin Name","This is a descriptive name for this skin.  This name is presented in backend interface displays.","1","TEXTBOX-REG","","","0","1",""
"core.skinupdate.version","core.skinupdate","core","Skin Information","Skin Version","This is the version number for this skin.","1","TEXTBOX-REG","","1.0.0","0","2",""
"core.skinupdfile.contents","core.skinupdfile","core","Skin Controlled File Contents","File Contents","Update the contents of the file below.  Please read the note above on updating PHP files and how to correct errors.","1","TEXTAREA-BIG","","","0","1",""
"core.skinupdupload.dirname","core.skinupdupload","core","Skin File Upload","Skin Controlled Directory Selection","Select the skin controlled directory to which you would like to upload a file.  This directory is controlled by the skin you selected to update.","1","TEXTBOX-REG","","","0","2",""
"core.skinupdupload.upfile","core.skinupdupload","core","Skin File Upload","Skin Controlled File","Browse your local hard drive and select the media files you wish to upload.","1","FILE-UPLOAD-MULT","{PRIVATE}/temp","","0","1",""
"core.userschangeemail.emailnew","core.userschangeemail","core","Change User Account Email Address","New Email Address","","1","TEXTBOX-REG","","","0","2",""
"core.userschangeemail.ref","core.userschangeemail","core","Change User Account Email Address","Current Email Address","","1","DISPLAY-REG","","","0","1",""
"ecom.coaddressverifybill.addone","ecom.coaddressverifybill","ecom","Billing Address","Address: Line 1","","1","TEXTBOX-REG","","","150","100",""
"ecom.coaddressverifybill.addtwo","ecom.coaddressverifybill","ecom","Billing Address","Address: Line 2","","0","TEXTBOX-REG","","","150","110",""
"ecom.coaddressverifybill.city","ecom.coaddressverifybill","ecom","Billing Address","City","","1","TEXTBOX-REG","","","150","120",""
"ecom.coaddressverifybill.company","ecom.coaddressverifybill","ecom","Contact Information","Company Name","","0","TEXTBOX-REG","","","150","30",""
"ecom.coaddressverifybill.country","ecom.coaddressverifybill","ecom","Billing Address","Country","","1","TEXTBOX-REG","","","0","140","core:formfield_country.php"
"ecom.coaddressverifybill.fname","ecom.coaddressverifybill","ecom","Contact Information","First Name","","1","TEXTBOX-REG","","","150","10",""
"ecom.coaddressverifybill.lname","ecom.coaddressverifybill","ecom","Contact Information","Last Name","","1","TEXTBOX-REG","","","150","20",""
"ecom.coaddressverifybill.postalcode","ecom.coaddressverifybill","ecom","Billing Address","Post Code","","1","TEXTBOX-REG","","","20","150",""
"ecom.coaddressverifybill.rescom","ecom.coaddressverifybill","ecom","Billing Address","Residential/Commercial","","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","0","160",""
"ecom.coaddressverifybill.stateprov","ecom.coaddressverifybill","ecom","Billing Address","Region","Select your region.  Select Not Applicable if you reside in a country that does not have counties.","1","TEXTBOX-REG","","","0","130","core:formfield_stateprov.php"
"ecom.coaddressverifyship.addone","ecom.coaddressverifyship","ecom","Delivery Address","Address: Line 1","","1","TEXTBOX-REG","","","150","100",""
"ecom.coaddressverifyship.addtwo","ecom.coaddressverifyship","ecom","Delivery Address","Address: Line 2","","0","TEXTBOX-REG","","","150","110",""
"ecom.coaddressverifyship.city","ecom.coaddressverifyship","ecom","Delivery Address","City","","1","TEXTBOX-REG","","","150","120",""
"ecom.coaddressverifyship.company","ecom.coaddressverifyship","ecom","Contact Information","Company Name","","0","TEXTBOX-REG","","","150","30",""
"ecom.coaddressverifyship.country","ecom.coaddressverifyship","ecom","Delivery Address","Country","","1","TEXTBOX-REG","","","0","140","core:formfield_countryship.php"
"ecom.coaddressverifyship.fname","ecom.coaddressverifyship","ecom","Contact Information","First Name","","1","TEXTBOX-REG","","","150","10",""
"ecom.coaddressverifyship.lname","ecom.coaddressverifyship","ecom","Contact Information","Last Name","","1","TEXTBOX-REG","","","150","20",""
"ecom.coaddressverifyship.postalcode","ecom.coaddressverifyship","ecom","Delivery Address","Postal Code","","1","TEXTBOX-REG","","","20","150",""
"ecom.coaddressverifyship.rescom","ecom.coaddressverifyship","ecom","Delivery Address","Residential/Commercial","","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","0","160",""
"ecom.coaddressverifyship.stateprov","ecom.coaddressverifyship","ecom","Delivery Address","Region","Select your region.  Select Not Applicable if you reside in a country that does not have counties.","1","TEXTBOX-REG","","","0","130","core:formfield_stateprovship.php"
"ecom.connamazon.connectdata1","ecom.connamazon","ecom","Amazon Account Information","Merchant ID","Enter the Merchant ID that Amazon provided you.","1","TEXTBOX-REG","","","0","3",""
"ecom.connamazon.connectdata2","ecom.connamazon","ecom","Amazon Account Information","Marketplace ID","Select the Marketplace ID that Amazon provided you.","1","SELECT-CUSTOM","ecom.amazonmarketplaceid","","0","4",""
"ecom.connamazon.connectdata3","ecom.connamazon","ecom","Amazon Account Information","Developer AWS Access Key ID","Enter the Developer AWS Access Key ID that Amazon provided you.","1","TEXTBOX-REG","","","0","5",""
"ecom.connamazon.connectdata4","ecom.connamazon","ecom","Amazon Account Information","Developer Client Secret","Enter the Developer Client Secret that Amazon provided you.","1","TEXTBOX-REG","","","0","6",""
"ecom.connamazon.name","ecom.connamazon","ecom","Channel Information","Channel Name","Enter a display name for this channel.  This name is used in the Management Interface to identify this channel.","1","TEXTBOX-REG","","Amazon","0","2",""
"ecom.connamazontoken.connectdata1","ecom.connamazontoken","ecom","Amazon Account Information","Seller ID","Enter the Seller ID that Amazon provided you.","1","TEXTBOX-REG","","","0","3",""
"ecom.connamazontoken.connectdata2","ecom.connamazontoken","ecom","Amazon Account Information","Marketplace ID","Select the Marketplace ID that Amazon provided you.","1","SELECT-CUSTOM","ecom.amazonmarketplaceid","","0","4",""
"ecom.connamazontoken.connectdata3","ecom.connamazontoken","ecom","Hidden","Token Marker","","1","HIDDEN-REG","","TOKEN","0","5",""
"ecom.connamazontoken.connectdata4","ecom.connamazontoken","ecom","Amazon Account Information","MWS Authorization Token","Enter the MWS Authorization Token that Amazon provided you.","1","TEXTBOX-REG","","","0","6",""
"ecom.connamazontoken.name","ecom.connamazontoken","ecom","Channel Information","Channel Name","Enter a display name for this channel.  This name is used in the Management Interface to identify this channel.","1","TEXTBOX-REG","","Amazon","0","2",""
"ecom.connebay.connectdata1","ecom.connebay","ecom","eBay Developer Keys, Certificate ID and Location","Developer Key","Enter the Developer Key that eBay provided you.","1","TEXTBOX-REG","","","0","3",""
"ecom.connebay.connectdata2","ecom.connebay","ecom","eBay Developer Keys, Certificate ID and Location","Application Key","Enter the Application Key that eBay provided you.","1","TEXTBOX-REG","","","0","4",""
"ecom.connebay.connectdata3","ecom.connebay","ecom","eBay Developer Keys, Certificate ID and Location","Certificate ID","Enter the Certificate ID that eBay provided you.","1","TEXTBOX-REG","","","0","5",""
"ecom.connebay.connectdata4","ecom.connebay","ecom","eBay Developer Keys, Certificate ID and Location","Location (Site ID)","Select the location (Site ID) this channel will use.","1","SELECT-CUSTOM","ecom.ebaysiteid","","0","6",""
"ecom.connebay.connectdata5","ecom.connebay","ecom","Seller Account User Token","Seller Account User Token","Enter the Seller Account User Token that eBay provided you.","1","TEXTAREA-SMALL","","","0","7",""
"ecom.connebay.name","ecom.connebay","ecom","Channel Information","Channel Name","Enter a display name for this channel.  This name is used in the Management Interface to identify this channel.","1","TEXTBOX-REG","","eBay","0","2",""
"ecom.connfedex.acctnum","ecom.connfedex","ecom","Account and Meter Numbers","FedEx Account Number","Enter your FedEx account number.","1","TEXTBOX-REG","","","0","1",""
"ecom.connfedex.authkey","ecom.connfedex","ecom","Authentication Key and Production Password","Authentication Key","Enter your FedEx authentication key.","1","TEXTBOX-REG","","","0","3",""
"ecom.connfedex.authpass","ecom.connfedex","ecom","Authentication Key and Production Password","Production Password","Enter your FedEx production password.","1","TEXTBOX-REG","","","0","4",""
"ecom.connfedex.meternum","ecom.connfedex","ecom","Account and Meter Numbers","FedEx Meter Number","Enter your FedEx meter number.","1","TEXTBOX-REG","","","0","2",""
"ecom.connfedexapi.acctnum","ecom.connfedexapi","ecom","Account Number","FedEx Account Number","Enter your FedEx account number.","1","TEXTBOX-REG","","","0","10",""
"ecom.connfedexapi.keyrate","ecom.connfedexapi","ecom","Rate API Credentials","Rating API Key","Enter your API Key for the FedEx Rate API.","1","TEXTBOX-REG","","","0","20",""
"ecom.connfedexapi.keytrack","ecom.connfedexapi","ecom","Track API Credentials","Track API Key","Enter your API Key for the FedEx Track API.","1","TEXTBOX-REG","","","0","30",""
"ecom.connfedexapi.secretrate","ecom.connfedexapi","ecom","Rate API Credentials","Rating API Secret","Enter your API Secret for the FedEx Rate API.","1","TEXTBOX-REG","","","0","21",""
"ecom.connfedexapi.secrettrack","ecom.connfedexapi","ecom","Track API Credentials","Track API Secret","Enter your API Secret for the FedEx Track API.","1","TEXTBOX-REG","","","0","31",""
"ecom.connfedexdeact.deact","ecom.connfedexdeact","ecom","Deactivate Connection","Deactivate","Choose to deactivate this connection below.","1","RADIO-CUSTOM","ecom.conndeact","1","0","1",""
"ecom.connups.acctnum","ecom.connups","ecom","UPS Account Information","UPS Account Number","Enter the UPS account number for the UPS account associated with the MyUPS account information entered above.","1","TEXTBOX-REG","","","0","3",""
"ecom.connups.connectkey","ecom.connups","ecom","UPS Account Information","UPS Access Key","Enter the UPS access key associated with the MyUPS account information entered above.","1","TEXTBOX-REG","","","0","4",""
"ecom.connups.password","ecom.connups","ecom","UPS Account Information","MyUPS Account Password","Enter the password for your MyUPS account.","1","TEXTBOX-REG","","","0","2",""
"ecom.connups.username","ecom.connups","ecom","UPS Account Information","MyUPS Account User ID","Enter the user id for your MyUPS account.","1","TEXTBOX-REG","","","0","1",""
"ecom.connupsapi.acctnum","ecom.connupsapi","ecom","UPS Account Information","UPS Shipping Account Number","Enter the Shipping Account Number for the UPS Shipping Account associated with your UPS App.","1","TEXTBOX-REG","","","0","3",""
"ecom.connupsapi.password","ecom.connupsapi","ecom","UPS Account Information","App Client Secret","Enter the Client Secret for your UPS App.","1","TEXTBOX-REG","","","0","2",""
"ecom.connupsapi.username","ecom.connupsapi","ecom","UPS Account Information","App Client ID","Enter the Client ID for your UPS App.","1","TEXTBOX-REG","","","0","1",""
"ecom.connupsdeact.deact","ecom.connupsdeact","ecom","Deactivate Connection","Deactivate","Choose to deactivate this connection below.","1","RADIO-CUSTOM","ecom.conndeact","1","0","1",""
"ecom.connusps.username","ecom.connusps","ecom","USPS Account Information","Username","Enter the username that USPS provided you.","1","TEXTBOX-REG","","","0","1",""
"ecom.connuspsapi.acctnum","ecom.connuspsapi","ecom","USPS Account Information","USPS Enterprise Payment Account Number","If an Enterprise Payment Account Number has been issued for your USPS account, enter it here to allow access to your contract rates.  Activate contract rates using the USPS Contract Rates setting.","0","TEXTBOX-REG","","","0","3",""
"ecom.connuspsapi.password","ecom.connuspsapi","ecom","USPS Account Information","App Secret","Enter the App Secret for your USPS App.","1","TEXTBOX-REG","","","0","2",""
"ecom.connuspsapi.username","ecom.connuspsapi","ecom","USPS Account Information","App Key","Enter the App Key for your USPS App.","1","TEXTBOX-REG","","","0","1",""
"ecom.connuspsdeact.deact","ecom.connuspsdeact","ecom","Deactivate Connection","Deactivate","Choose to deactivate this connection below.","1","RADIO-CUSTOM","ecom.conndeact","1","0","1",""
"ecom.creditman_applycredit.acctsyslogged","ecom.creditman_applycredit","ecom","Apply Credit to Open Order","Accounting System Record Status","Check the box below if this credit has already been applied to the order in an accounting system.  Checking the box below will prevent errors applying the credit.","0","CHECKBOX-CUSTOM","ecom.applycredit_acctsyslogged","","0","3",""
"ecom.creditman_applycredit.amount","ecom.creditman_applycredit","ecom","Apply Credit to Open Order","Amount to Apply","Enter an amount up to the balance due for the order you selected, or the remaining value of this credit, whichever is lesser.","1","TEXTBOX-REG","","0.00","0","2",""
"ecom.creditman_applycredit.orderid","ecom.creditman_applycredit","ecom","Apply Credit to Open Order","Select Order","Select an order with an open balance to which this credit should be applied.","1","TEXTBOX-REG","","","0","1",""
"ecom.creditman_applycredit.sendemail","ecom.creditman_applycredit","ecom","Mail Messages","Order Credit Applied Mail Message","Check the box below to send an order credit applied mail message to the customer for this payment.","0","CHECKBOX-CUSTOM","ecom.applycredit_sendemail","1","0","4",""
"ecom.creditman_changeusage.statusinternal","ecom.creditman_changeusage","ecom","Credit Usage","Credit Usage","Select internal use only to hide this credit from the customer during checkout.","1","SELECT-CUSTOM","ecom.credits_statusinternal","0","0","1",""
"ecom.creditman_refundcredit.paymenttype","ecom.creditman_refundcredit","ecom","Process Refund for Credit","Refund Payment Type","","1","RADIO-CUSTOM","ecom.paymenttype","CREDITCARD","0","1",""
"ecom.guestco.addone","ecom.guestco","ecom","Billing Address","Address: Line 1","","1","TEXTBOX-REG","","{SESSION:addone}","150","8",""
"ecom.guestco.addtwo","ecom.guestco","ecom","Billing Address","Address: Line 2","","0","TEXTBOX-REG","","{SESSION:addtwo}","150","9",""
"ecom.guestco.city","ecom.guestco","ecom","Billing Address","City","","1","TEXTBOX-REG","","{SESSION:city}","150","10",""
"ecom.guestco.company","ecom.guestco","ecom","Contact Information","Company Name","","0","TEXTBOX-REG","","{SESSION:company}","150","5",""
"ecom.guestco.country","ecom.guestco","ecom","Billing Address","Country","","1","TEXTBOX-REG","","{SESSION:country}","0","12","core:formfield_country.php"
"ecom.guestco.emaillist","ecom.guestco","ecom","Stay Connected","Email List","","0","CHECKBOX-CUSTOM","core.emaillist","","0","800",""
