"id","app","namespace","name","pointer","funcparams","active","interface","type","groupallow","groupdeny","backendgroup","backendmenudisp","disprecback","becommon","demoallow","seourl"
"core.reportsadv","core","reportsadv","Advanced Reports","CORE_BackEnd::CORE_BackEnd_db::db_manager()","core_reportsadv","1","BackEnd","CGI","superuser, admin, reports","*","Reports","1","1","0","1",""
"core.reportsadvdetail","core","reportsadvdetail","Advanced Reports Detail","CORE_BackEnd::CORE_BackEnd_reportsadv::reportsadvdetail()","","1","BackEnd","CGI","superuser, admin, reports","*","Reports","0","0","0","1",""
"core.reportsadvdetailint_all","core","reportsadvdetailint_all","Advanced Reports Detail (Internal - All Displays)","CORE_BackEnd::CORE_BackEnd_reportsadv::reportsadvdetailint_all()","","1","BackEnd","INTERNAL","superuser, admin, reports","*","Reports","0","0","0","1",""
"core.reportsadvdetailint_chart","core","reportsadvdetailint_chart","Advanced Reports Detail (Internal - Chart Display)","CORE_BackEnd::CORE_BackEnd_reportsadv::reportsadvdetailint_chart()","","1","BackEnd","INTERNAL","superuser, admin, reports","*","Reports","0","0","0","1",""
"core.reportsadvdetailint_xhtml","core","reportsadvdetailint_xhtml","Advanced Reports Detail (Internal - XHTML Display)","CORE_BackEnd::CORE_BackEnd_reportsadv::reportsadvdetailint_xhtml()","","1","BackEnd","INTERNAL","superuser, admin, reports","*","Reports","0","0","0","1",""
"core.reportsday","core","reportsday","Daily Activity Report","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM core_statsfe WHERE type='DAYLEVEL'","1","BackEnd","CGI","superuser, admin, reports","*","Reports","0","1","0","1",""
"core.reportsmonth","core","reportsmonth","Monthly Activity Report","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM core_statsfe WHERE type='MONTHLEVEL'","1","BackEnd","CGI","superuser, admin, reports","*","Reports","0","1","0","1",""
"core.reportsyear","core","reportsyear","Yearly Activity Report","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM core_statsfe WHERE type='YEARLEVEL'","1","BackEnd","CGI","superuser, admin, reports","*","Reports","0","1","0","1",""
"core.resetpass","core","resetpass","New Password","CORE_FrontEnd::CORE_FrontEnd_accounts::resetpass_disp()","","1","FrontEnd","CGI","*","","","0","1","0","1","/AccountResetPassword/{ID}"
"core.resetpassreq","core","resetpassreq","Forgotten Password","CORE_FrontEnd::CORE_FrontEnd_accounts::resetpassreq_disp()","","1","FrontEnd","CGI","*","","","0","1","0","1","/AccountForgottenPassword"
"core.resetpassreq_proc","core","resetpassreq_proc","Forgotten Password - Process","CORE_FrontEnd::CORE_FrontEnd_accounts::resetpassreq_proc()","","1","FrontEnd","CGI","*","","","0","0","0","0",""
"core.resetpass_proc","core","resetpass_proc","New Password - Process","CORE_FrontEnd::CORE_FrontEnd_accounts::resetpass_proc()","","1","FrontEnd","CGI","*","","","0","0","0","0",""
"core.runcron","core","runcron","SYSTEM Cron Tasks","runcron.php","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.runcron_exec","core","runcron_exec","SYSTEM Cron Tasks","CORE_Cron::runcron_exec()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"core.servnewsint","core","servnewsint","Server News","CORE_BackEnd::CORE_BackEnd_home::servnewsint()","","1","BackEnd","INTERNAL","superuser, admin","*","Software","0","0","0","1",""
"core.settingsform","core","settingsform","Settings","CORE_BackEnd::CORE_BackEnd_settings::settings_form()","","1","BackEnd","CGI","superuser","*","Settings","0","0","1","1",""
"core.settingsformproc","core","settingsformproc","Settings - Process","CORE_BackEnd::CORE_BackEnd_settings::settings_formproc()","","1","BackEnd","CGI","superuser","*","Settings","0","0","0","1",""
"core.sitemap","core","sitemap","SiteMap","CORE_SiteMap::xhtmlsitemap()","","1","FrontEnd","CGI","*","","","0","1","0","1","/SiteMapXHTML"
"core.skinclone","core","skinclone","Clone Skin","CORE_BackEnd::CORE_BackEnd_skins::skin_clone()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","1",""
"core.skinclonep","core","skinclonep","Clone Skin - Process","CORE_BackEnd::CORE_BackEnd_skins::skin_clonep()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","0",""
"core.skindel","core","skindel","Delete Skin - Process","CORE_BackEnd::CORE_BackEnd_skins::skin_delete()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","0",""
"core.skindelc","core","skindelc","Delete Skin - Confirm","CORE_BackEnd::CORE_BackEnd_skins::skin_deletec()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","1",""
"core.skindelfilec","core","skindelfilec","Delete Skin Controlled File","CORE_BackEnd::CORE_BackEnd_skins::skin_delfilec()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","1",""
"core.skindelfilep","core","skindelfilep","Delete Skin Controlled File - Process","CORE_BackEnd::CORE_BackEnd_skins::skin_delfilep()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","0",""
"core.skinprofile","core","skinprofile","Update Skin Profile","CORE_BackEnd::CORE_BackEnd_skins::skin_profile()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","1",""
"core.skinprofilep","core","skinprofilep","Update Skin Profile - Process","CORE_BackEnd::CORE_BackEnd_skins::skin_profilep()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","0",""
"core.skinupdate","core","skinupdate","Update Skin","CORE_BackEnd::CORE_BackEnd_skins::skin_update()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","1",""
"core.skinupdfile","core","skinupdfile","Update Skin Controlled File","CORE_BackEnd::CORE_BackEnd_skins::skin_updfile()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","1",""
"core.skinupdfilep","core","skinupdfilep","Update Skin Controlled File - Process","CORE_BackEnd::CORE_BackEnd_skins::skin_updfilep()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","0",""
"core.skinupdupload","core","skinupdupload","Skin File Upload","CORE_BackEnd::CORE_BackEnd_skins::skin_updupload()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","1",""
"core.skinupduploadp","core","skinupduploadp","Skin File Upload - Process","CORE_BackEnd::CORE_BackEnd_skins::skin_upduploadp()","","1","BackEnd","CGI","superuser","*","Displays","0","0","0","0",""
"core.skinwidgeticons","core","skinwidgeticons","Skin Widget Icon Generator","CORE_FrontEnd::CORE_FrontEnd_skinwidgets::generateicon()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.skinwidgeticonsid","core","skinwidgeticonsid","Skin Widget Icon Generator - ID","CORE_FrontEnd::CORE_FrontEnd_skinwidgets::generateiconid()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.skinwidgets","core","skinwidgets","Skin Widget Generator","CORE_FrontEnd::CORE_FrontEnd_skinwidgets::generate()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.skinwidgetsid","core","skinwidgetsid","Skin Widget Generator - ID","CORE_FrontEnd::CORE_FrontEnd_skinwidgets::generateid()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.softmanifest","core","softmanifest","Software","CORE_BackEnd::CORE_BackEnd_apps::softmanifest()","","1","BackEnd","CGI","superuser","*","Component","1","1","0","1",""
"core.submenu","core","submenu","Menu","CORE_BackEnd::CORE_BackEnd_menus::submenu()","core","1","BackEnd","CGI","superuser, admin, reports","*","Component","0","1","0","1",""
"core.systemdashboard","core","systemdashboard","Dashboard","systemdashboard.php","","1","BackEnd","INTERNAL","superuser, admin, reports","*","","0","0","0","1",""
"core.systemreports","core","systemreports","System Reports","systemreports.php","","1","BackEnd","CGI","superuser, admin, reports","*","Reports","1","1","0","1",""
"core.updateuser","core","updateuser","DB Guided Update User","CORE_BackEnd::CORE_BackEnd_accounts::updateuser()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"core.userschangeemail","core","userschangeemail","Change User Account Email Address","CORE_BackEnd::CORE_BackEnd_userperms::userschangeemail()","","1","BackEnd","CGI","superuser","*","User Accounts","0","1","0","0",""
"core.userschangeemailp","core","userschangeemailp","Change User Account Email Address - Process","CORE_BackEnd::CORE_BackEnd_userperms::userschangeemail_proc()","","1","BackEnd","CGI","superuser","*","User Accounts","0","0","0","0",""
"core.vanillaforumfeed","core","vanillaforumfeed","Vanilla Forum Feed","CORE_FrontEnd::CORE_FrontEnd_vanillaforum::feed()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.videoframe","core","videoframe","Video","videoframe.php","","1","FrontEnd","CGI","*","","","0","0","0","1","/VideoFrame/{ID}"
"core.wholesaleapp","core","wholesaleapp","Wholesale Account Application","wholesaleapp.php","","1","FrontEnd","CGI","*","","","0","1","0","1","/WholesaleAccountApplication"
"core.wholesaleappint","core","wholesaleappint","Wholesale Application Internal Display","wholesaleapp.php","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.wordpressfeed","core","wordpressfeed","Wordpress Feed","CORE_FrontEnd::CORE_FrontEnd_wordpress::feed()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"core.xmodmailchimp","core","xmodmailchimp","Mail Chimp Connector","XMOD_MailChimp::managelist()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.3dsecure","ecom","3dsecure","3D Secure Verification","3dsecure.php","","1","","CGI","*","","","0","0","0","1",""
"ecom.acctorders","ecom","acctorders","Review Online Orders","ECOM_Order::acctorders()","","1","FrontEnd","CGI","superuser, admin, reports, users, wholesale, reseller","*","","0","1","0","1","/AccountOrders"
"ecom.acctsysdataget","ecom","acctsysdataget","Accounting System Data Retrieval","ECOM_Accounting::acctsysdataget()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.acctsysdatasave","ecom","acctsysdatasave","Accounting System Data Save","ECOM_Accounting::acctsysdatasave()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.acctsyslog","ecom","acctsyslog","Accounting System Logger","ECOM_Accounting::acctsyslog()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.acctsysqueuedel","ecom","acctsysqueuedel","Accounting System Queue Delete","ECOM_Accounting::acctsysqueuedel()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.acctsysqueueget","ecom","acctsysqueueget","Accounting System Queue Get","ECOM_Accounting::acctsysqueueget()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.acctsysqueuesave","ecom","acctsysqueuesave","Accounting System Queue Save","ECOM_Accounting::acctsysqueuesave()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.acctsysqueueupditem","ecom","acctsysqueueupditem","Accounting System Queue Update Item","ECOM_Accounting::acctsysqueueupditem()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.acctsystaxitemupd","ecom","acctsystaxitemupd","Accounting System Tax Item Update","ECOM_Accounting::acctsystaxitemupd()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.addcart","ecom","addcart","Shopping Cart","ECOM_Cart::addcart()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.addcartquick","ecom","addcartquick","Shopping Cart","ECOM_Cart::addcartquick()","","1","FrontEnd","CGI","*","","","0","0","0","1","/QuickAdd/{ID}"
"ecom.addcart_internal","ecom","addcart_internal","Internal Add to Shopping Cart","ECOM_Cart::addcart_internal()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.amazonchannelexec","ecom","amazonchannelexec","Amazon Functions","XMOD_Amazon::channelexec()","","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.amazoncloneprod","ecom","amazoncloneprod","Amazon Offers","XMOD_Amazon::cloneprod()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.amazongetmatches","ecom","amazongetmatches","Amazon Matched Offer list","XMOD_Amazon::getmatches()","","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.beordersummary","ecom","beordersummary","Order Manager","ECOM_Order::beordersummary()","","1","BackEnd","CGI","superuser, admin","*","Orders","0","1","0","1",""
"ecom.buildprodoffers","ecom","buildprodoffers","Items","ECOM::buildprodoffers()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.build_carttotals","ecom","build_carttotals","Shopping Cart Totals","ECOM_Cart::build_carttotals()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.cartupsell","ecom","cartupsell","Shopping Cart Upsell Display","ECOM_Cart::cartupsell()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.cart_load","ecom","cart_load","Load Shopping Cart","ECOM_Cart::cart_load()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.catfeatgrid","ecom","catfeatgrid","Category Feature Grid","ECOM_Cat::catfeatgrid()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.catlist","ecom","catlist","Category Listing Display","ECOM_Cat::catlist()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.catshow","ecom","catshow","Category","ECOM_Cat::catshow()","","1","FrontEnd","CGI","*","","","0","1","0","1","/Category/{SEOURL:ecom_cat}"
"ecom.catshowint","ecom","catshowint","Category","ECOM_Cat::catshow()","","1","FrontEnd","INTERNAL","*","","","0","1","0","1",""
"ecom.channelcron","ecom","channelcron","Channel Cron","ECOM_Channels::channelcron()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.checkout","ecom","checkout","Checkout","ECOM_Checkout::docheckout()","","1","FrontEnd","CGI","*","","","0","0","0","1","/Checkout"
"ecom.checkoutfn","ecom","checkoutfn","Checkout","ECOM_Checkout::docheckoutfn()","","1","FrontEnd","CGI","*","","","0","0","0","1","/CheckoutIntro"
"ecom.checkoutron","ecom","checkoutron","Checkout","ECOM_Checkout::docheckoutron()","","1","FrontEnd","CGI","*","","","0","0","0","1","/CheckoutNew"
"ecom.coaddressverify","ecom","coaddressverify","Address Verification","coaddressverify.php","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.coaddressverifydo","ecom","coaddressverifydo","Address Verification","ECOM::ECOM_coaddressverify::coaddressverifydo()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.coaddressverifyp","ecom","coaddressverifyp","Address Verification","ECOM::ECOM_coaddressverify::coaddressverifyp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.coaddressverifyupd","ecom","coaddressverifyupd","Address Verification","ECOM::ECOM_coaddressverify::coaddressverifyupd()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.coaddressverifyupdp","ecom","coaddressverifyupdp","Address Verification","ECOM::ECOM_coaddressverify::coaddressverifyupdp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.combopromolink","ecom","combopromolink","Combo Promo Redirect","ECOM::combopromolink()","","1","FrontEnd","CGI","*","","","0","1","0","1","/ComboPromoLink/{ID}"
"ecom.connamazon","ecom","connamazon","Amazon Connection","XMOD_Amazon::config_connect()","","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.connamazonp","ecom","connamazonp","Amazon Connection - Process","XMOD_Amazon::config_connectp()","","1","BackEnd","CGI","superuser, admin","*","Channels","0","0","0","0",""
"ecom.connebay","ecom","connebay","eBay Connection","XMOD_eBay::config_connect()","","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.connebayp","ecom","connebayp","eBay Connection - Process","XMOD_eBay::config_connectp()","","1","BackEnd","CGI","superuser, admin","*","Channels","0","0","0","0",""
"ecom.connectfedex","ecom","connectfedex","FedEx Web Services","ECOM_Ship::ECOM_Ship_fedex::config_connect()","","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.connectfedexp","ecom","connectfedexp","FedEx Web Services - Process","ECOM_Ship::ECOM_Ship_fedex::config_connectp()","","1","BackEnd","CGI","superuser","*","Shipping","0","0","0","0",""
"ecom.connectups","ecom","connectups","UPS OnLine&reg; Tools","ECOM_Ship::ECOM_Ship_upstools::config_connect()","","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.connectupsp","ecom","connectupsp","UPS OnLine&reg; Tools","ECOM_Ship::ECOM_Ship_upstools::config_connectp()","","1","BackEnd","CGI","superuser","*","Shipping","0","0","0","0",""
"ecom.connectusps","ecom","connectusps","USPS API","ECOM_Ship::ECOM_Ship_usps::config_connect()","","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.connectuspsp","ecom","connectuspsp","USPS API - Process","ECOM_Ship::ECOM_Ship_usps::config_connectp()","","1","BackEnd","CGI","superuser","*","Shipping","0","0","0","0",""
"ecom.coupdshipaddmult","ecom","coupdshipaddmult","Checkout","ECOM_Checkout::coupdshipaddmult()","","1","FrontEnd","CGI","*","","","0","0","0","1","/CheckoutMultipleAddress"
"ecom.coupdshipaddmultins","ecom","coupdshipaddmultins","Checkout","ECOM_Checkout::coupdshipaddmultins()","","1","FrontEnd","CGI","*","","","0","0","0","1","/CheckoutMultipleAddressAdd"
"ecom.coupdshipaddmultp","ecom","coupdshipaddmultp","Checkout - Process","ECOM_Checkout::coupdshipaddmultp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.coupdshipaddsin","ecom","coupdshipaddsin","Checkout","ECOM_Checkout::coupdshipaddsin()","","1","FrontEnd","CGI","*","","","0","0","0","1","/CheckoutSingleAddress"
"ecom.coupdshipaddsinins","ecom","coupdshipaddsinins","Checkout","ECOM_Checkout::coupdshipaddsinins()","","1","FrontEnd","CGI","*","","","0","0","0","1","/CheckoutSingleAddressAdd"
"ecom.coupdshipaddsinp","ecom","coupdshipaddsinp","Checkout - Process","ECOM_Checkout::coupdshipaddsinp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.creditcenter","ecom","creditcenter","Credit Center","creditcenter.php","","1","BackEnd","CGI","superuser, admin","*","Orders","1","0","0","1",""
"ecom.creditlookup","ecom","creditlookup","Credit Data Lookup","ECOM_CreditMan::creditlookup()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.creditmandisplay","ecom","creditmandisplay","Credit Manager","ECOM_CreditMan::creditman_display()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.creditman_applycredit","ecom","creditman_applycredit","Apply Credit","ECOM_CreditMan::creditman_applycredit()","","1","BackEnd","CGI","superuser, admin","*","Orders","0","0","0","1",""
"ecom.creditman_applycreditp","ecom","creditman_applycreditp","Apply Credit - Process","ECOM_CreditMan::creditman_applycreditp()","","1","BackEnd","CGI","superuser, admin","*","Orders","0","0","0","0",""
"ecom.creditman_changeusage","ecom","creditman_changeusage","Change Usage","ECOM_CreditMan::creditman_changeusage()","","1","BackEnd","CGI","superuser, admin","*","Orders","0","0","0","1",""
"ecom.creditman_changeusagep","ecom","creditman_changeusagep","Change Usage - Process","ECOM_CreditMan::creditman_changeusagep()","","1","BackEnd","CGI","superuser, admin","*","Orders","0","0","0","0",""
"ecom.creditman_refundcredit","ecom","creditman_refundcredit","Refund Credit","ECOM_CreditMan::creditman_refundcredit()","","1","BackEnd","CGI","superuser, admin","*","Orders","0","0","0","1",""
"ecom.creditman_refundcreditp","ecom","creditman_refundcreditp","Refund Credit - Process","ECOM_CreditMan::creditman_refundcreditp()","","1","BackEnd","CGI","superuser, admin","*","Orders","0","0","0","0",""
"ecom.creditman_searchp","ecom","creditman_searchp","Quick Credit Lookup - Process","ECOM_CreditMan::creditman_searchp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.deleteamazonprod","ecom","deleteamazonprod","DB Guided Delete Amazon Offer","XMOD_Amazon::deleteprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.deletecart","ecom","deletecart","Shopping Cart","ECOM_Cart::deletecart()","","1","FrontEnd","CGI","*","","","0","0","0","1","/ShoppingCartDelete/{ID}"
"ecom.deleteebayprod","ecom","deleteebayprod","DB Guided Delete eBay Offer","XMOD_eBay::deleteprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.deleteinventory","ecom","deleteinventory","DB Guided Delete Inventory","ECOM_Prod::deleteinventory()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.deleteprod","ecom","deleteprod","DB Guided Delete Product","ECOM_Prod::deleteprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.disconnectfedex","ecom","disconnectfedex","FedEx Web Services - Process","ECOM_Ship::ECOM_Ship_fedex::config_disconnect()","","1","BackEnd","CGI","superuser","*","Shipping","0","0","0","0",""
"ecom.disconnectups","ecom","disconnectups","UPS OnLine&reg; Tools - Process","ECOM_Ship::ECOM_Ship_upstools::config_disconnect()","","1","BackEnd","CGI","superuser","*","Shipping","0","0","0","0",""
"ecom.disconnectusps","ecom","disconnectusps","USPS API - Process","ECOM_Ship::ECOM_Ship_usps::config_disconnect()","","1","BackEnd","CGI","superuser","*","Shipping","0","0","0","0",""
"ecom.ebaychannelexec","ecom","ebaychannelexec","eBay Functions","XMOD_eBay::channelexec()","","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.ebaycloneprod","ecom","ebaycloneprod","eBay Offers","XMOD_eBay::cloneprod()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.ebayendprod","ecom","ebayendprod","eBay Offers","XMOD_eBay::endprod()","","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.ebayprodcatlist","ecom","ebayprodcatlist","eBay Suggested Category List","XMOD_eBay::prodcatlist()","","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.getmanulist","ecom","getmanulist","Retrieve Manufacturer List","ECOM::getmanulist()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.getmanusingle","ecom","getmanusingle","Retrieve Manufacturer","ECOM::getmanusingle()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.getvendorlist","ecom","getvendorlist","Retrieve Vendor List","ECOM::getvendorlist()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.guestco","ecom","guestco","Guest Checkout","ECOM::ECOM_guestco::guestco()","","1","FrontEnd","CGI","*","","","0","0","0","1","/GuestCheckout"
"ecom.guestcop","ecom","guestcop","Guest Checkout - Process","ECOM::ECOM_guestco::guestcop()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.gwprocinternal","ecom","gwprocinternal","Checkout - Process","ECOM_OLP::gwprocinternal()","","1","","CGI","*","","","0","0","0","1",""
"ecom.insertamazonprod","ecom","insertamazonprod","DB Guided Insert Amazon Offer","XMOD_Amazon::insertprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.insertebayprod","ecom","insertebayprod","DB Guided Insert eBay Offer","XMOD_eBay::insertprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.insertprod","ecom","insertprod","DB Guided Insert Product","ECOM_Prod::insertprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.loyaltypoints","ecom","loyaltypoints","Loyalty Points","loyaltypoints_account.php","","1","FrontEnd","CGI","superuser, admin, reports, users, wholesale, reseller","*","","0","1","0","1","/LoyaltyPoints"
"ecom.manageacctsysclasses","ecom","manageacctsysclasses","Class Mappings","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_acctsysclasses","1","BackEnd","CGI","superuser, admin","*","Accounting","1","1","0","1",""
"ecom.manageacctsysitems","ecom","manageacctsysitems","Accounting Items","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_acctsysitems","1","BackEnd","CGI","superuser, admin","*","Accounting","1","1","0","1",""
"ecom.manageacctsyslog","ecom","manageacctsyslog","System Log","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_acctsyslog","1","BackEnd","CGI","superuser, admin","*","Accounting","1","1","0","1",""
"ecom.manageacctsysmap","ecom","manageacctsysmap","Account Mappings","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_acctsysmap","1","BackEnd","CGI","superuser, admin","*","Accounting","1","1","0","1",""
"ecom.manageacctsyspay","ecom","manageacctsyspay","Payment Method Mappings","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_acctsyspay","1","BackEnd","CGI","superuser, admin","*","Accounting","1","1","0","1",""
"ecom.manageacctsysship","ecom","manageacctsysship","Shipping Method Mappings","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_acctsysship","1","BackEnd","CGI","superuser, admin","*","Accounting","1","1","0","1",""
"ecom.manageacctsysterms","ecom","manageacctsysterms","Payment Terms Options","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_acctsysterms","1","BackEnd","CGI","superuser, admin","*","Accounting","1","1","0","1",""
"ecom.manageamazonprod","ecom","manageamazonprod","Amazon Offers","XMOD_Amazon::manageprod()","ecom_amazonprod","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.managecat","ecom","managecat","Categories","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_cat","1","BackEnd","CGI","superuser, admin","*","Catalog","1","1","0","1",""
"ecom.managechannels","ecom","managechannels","All Channels","ECOM_Channels::managechannels()","ecom_channels","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.managecofields","ecom","managecofields","Checkout Form Fields","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_cofields","1","BackEnd","CGI","superuser","*","Commerce","1","1","0","1",""
"ecom.managecreditsc","ecom","managecreditsc","Closed Credits","ECOM_CreditMan::managecredits()","CLOSED","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.managecreditso","ecom","managecreditso","Open Credits","ECOM_CreditMan::managecredits()","OPEN","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.managedisc","ecom","managedisc","Discount Codes","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_discounts","1","BackEnd","CGI","superuser, admin","*","Commerce","1","1","0","1",""
"ecom.manageebayprod","ecom","manageebayprod","eBay Offers","XMOD_eBay::manageprod()","ecom_ebayprod","1","BackEnd","CGI","superuser, admin","*","Channels","1","1","0","1",""
"ecom.managegate","ecom","managegate","Processing Gateways","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM ecom_gateway WHERE id<>'paypalproe' AND id<>'zerobal' AND id<>'refundbal' AND id NOT LIKE 'channelxmod%'","1","BackEnd","CGI","superuser","*","Commerce","1","1","0","1",""
"ecom.managegiftcert","ecom","managegiftcert","Gift Certificates","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_giftcerts","1","BackEnd","CGI","superuser, admin","*","Commerce","1","1","0","1",""
"ecom.manageinventory","ecom","manageinventory","Inventory Items","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_inventory","1","BackEnd","CGI","superuser, admin","*","Inventory","1","1","0","1",""
"ecom.managemanus","ecom","managemanus","Manufacturers","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_manus","1","BackEnd","CGI","superuser, admin","*","Catalog","1","1","0","1",""
"ecom.manageorderitems","ecom","manageorderitems","Order Items","ECOM_OrderMan::manageorderitems()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.manageorders","ecom","manageorders","Active - Shipping","ECOM_OrderMan::manageorders()","SHIPPING","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageordersa","ecom","manageordersa","Archived Orders","ECOM_OrderMan::manageorders()","ARCHIVED","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageordersc","ecom","manageordersc","Completed","ECOM_OrderMan::manageorders()","COMPLETED","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
