"id","channelid","xofferid","maptype","xinvid","groupname","quantity","sortorder","regprice","whlprice","compprice","recurprice","loyaltypoints","rebate","cost","taxclass","taxstateprov","taxcountry","datetimestamp","cacheoffername","cacheinvname","cachemanuname"
"DEFAULT-4928-Bright-Lavender-DEFAULT-4928-Bright-Lavender","DEFAULT","4928-Bright-Lavender","DEFAULT","4928-Bright-Lavender","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612397","Bright Lavender Turbo Heat Transfer Vinyl","Bright Lavender Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4929-Coral-DEFAULT-4929-Coral","DEFAULT","4929-Coral","DEFAULT","4929-Coral","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612403","Coral Turbo Heat Transfer Vinyl","Coral Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4930-Silver-DEFAULT-4930-Silver-Metallic","DEFAULT","4930-Silver","DEFAULT","4930-Silver-Metallic","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612423","Silver Turbo Heat Transfer Vinyl","Silver Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4940-Neon-Yellow-DEFAULT-4940-Neon-Yellow","DEFAULT","4940-Neon-Yellow","DEFAULT","4940-Neon-Yellow","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612434","Neon Yellow Turbo Heat Transfer Vinyl","Neon Yellow Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4941-Neon-Green-DEFAULT-4941-Neon-Green","DEFAULT","4941-Neon-Green","DEFAULT","4941-Neon-Green","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612439","Neon Green Turbo Heat Transfer Vinyl","Neon Green Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4942-Neon-Orange-DEFAULT-4942-Neon-Orange","DEFAULT","4942-Neon-Orange","DEFAULT","4942-Neon-Orange","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612445","Neon Orange Turbo Heat Transfer Vinyl","Neon OrangeTurbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4943-Neon-Pink-DEFAULT-4943-Neon-Pink","DEFAULT","4943-Neon-Pink","DEFAULT","4943-Neon-Pink","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612450","Neon Pink Turbo Heat Transfer Vinyl","Neon Pink Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4944-Neon-Red-DEFAULT-4944-Neon-Red","DEFAULT","4944-Neon-Red","DEFAULT","4944-Neon-Red","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612456","Neon Red Turbo Heat Transfer Vinyl","Neon Red Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4945-Neon-Dark-Pink-DEFAULT-4945-Neon-Dark-Pink","DEFAULT","4945-Neon-Dark-Pink","DEFAULT","4945-Neon-Dark-Pink","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612463","Neon Dark Pink Turbo Heat Transfer Vinyl","Neon Dark Pink Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4951-Light-Grey-DEFAULT-4951-Light-Grey","DEFAULT","4951-Light-Grey","DEFAULT","4951-Light-Grey","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612478","Light Grey Turbo Heat Transfer Vinyl","Light Grey Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4952-Frog-Green-DEFAULT-4952-Frog-Green","DEFAULT","4952-Frog-Green","DEFAULT","4952-Frog-Green","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612482","Frog Green Turbo Heat Transfer Vinyl","Frog Green Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4953-Light-Berry-DEFAULT-4953-Light-Berry","DEFAULT","4953-Light-Berry","DEFAULT","4953-Light-Berry","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612487","Light Berry Turbo Heat Transfer Vinyl","Light Berry Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4954-Sand-Beige-DEFAULT-4954-Sand-Beige","DEFAULT","4954-Sand-Beige","DEFAULT","4954-Sand-Beige","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612492","Sand Beige Turbo Heat Transfer Vinyl","Sand Beige Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4955-Violet-DEFAULT-4955-Violet","DEFAULT","4955-Violet","DEFAULT","4955-Violet","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612503","Violet Turbo Heat Transfer Vinyl","Violet Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4956-Bronze-DEFAULT-4956-Bronze","DEFAULT","4956-Bronze","DEFAULT","4956-Bronze","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612508","Bronze Turbo Heat Transfer Vinyl","Bronze Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4957-Champagne-Metallic-DEFAULT-4957-Champagne-Metallic","DEFAULT","4957-Champagne-Metallic","DEFAULT","4957-Champagne-Metallic","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612517","Champagne Turbo Heat Transfer Vinyl","Champagne Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4958-Pastel-Yellow-DEFAULT-4958-Pastel-Yellow","DEFAULT","4958-Pastel-Yellow","DEFAULT","4958-Pastel-Yellow","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612527","Pastel Yellow Turbo Heat Transfer Vinyl","Pastel Yellow Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4961-Baby-Pink-DEFAULT-4961-Baby-Pink","DEFAULT","4961-Baby-Pink","DEFAULT","4961-Baby-Pink","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612560","Baby Pink Turbo Heat Transfer Vinyl","Baby Pink Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4962-Fuchsia-DEFAULT-4962-Fuchsia","DEFAULT","4962-Fuchsia","DEFAULT","4962-Fuchsia","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612565","Fuchsia Turbo Heat Transfer Vinyl","Fuchsia Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4965-Sky-Blue-DEFAULT-4965-Sky-Blue","DEFAULT","4965-Sky-Blue","DEFAULT","4965-Sky-Blue","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612570","Sky Blue Turbo Heat Transfer Vinyl","Sky Blue Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4967-Apple-Green-DEFAULT-4967-Apple-Green","DEFAULT","4967-Apple-Green","DEFAULT","4967-Apple-Green","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612579","Apple Green Turbo Heat Transfer Vinyl","Apple Green Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4968-Aqua-Green-DEFAULT-4968-Aqua-Green","DEFAULT","4968-Aqua-Green","DEFAULT","4968-Aqua-Green","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612584","Aqua Green Turbo Heat Transfer Vinyl","Aqua Green Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4973-Flame-Red-DEFAULT-4973-Flame-Red","DEFAULT","4973-Flame-Red","DEFAULT","4973-Flame-Red","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612604","Flame Red Turbo Heat Transfer Vinyl","Flame Red Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4975-Ice-Blue-DEFAULT-4975-Ice-Blue","DEFAULT","4975-Ice-Blue","DEFAULT","4975-Ice-Blue","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612608","Ice Blue Turbo Heat Transfer Vinyl","Ice Blue Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4977-Mint-DEFAULT-4977-Mint","DEFAULT","4977-Mint","DEFAULT","4977-Mint","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612614","Mint Turbo Heat Transfer Vinyl","Mint Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4987-Berry-DEFAULT-4987-Berry","DEFAULT","4987-Berry","DEFAULT","4987-Berry","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755612636","Neon Berry Turbo Heat Transfer Vinyl","Neon Berry Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-4G_Cleaner-DEFAULT-4G_Cleaner","DEFAULT","4G_Cleaner","DEFAULT","4G_Cleaner","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1765206702","4G Cleaner","4G Cleaner","Doro Tape"
"DEFAULT-5410-DEFAULT-5410","DEFAULT","5410","DEFAULT","5410","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1751384454","White Commercial Grade Reflective","White Reflective","Orafol"
"DEFAULT-5420-DEFAULT-5420","DEFAULT","5420","DEFAULT","5420","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1751384463","Yellow Commercial Grade Reflective","Yellow Reflective","Orafol"
"DEFAULT-5430-DEFAULT-5430","DEFAULT","5430","DEFAULT","5430","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1751384478","Red Commercial Grade Reflective","Red Reflective","Orafol"
"DEFAULT-5435-DEFAULT-5435","DEFAULT","5435","DEFAULT","5435","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1751384487","Orange Commercial Grade Reflective","Orange Reflective","Orafol"
"DEFAULT-5450-DEFAULT-5450","DEFAULT","5450","DEFAULT","5450","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1751384506","Blue Commercial Grade Reflective","Blue Reflective","Orafol"
"DEFAULT-5460-DEFAULT-5460","DEFAULT","5460","DEFAULT","5460","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1751384516","Green Commercial Grade Reflective","Green Reflective","Orafol"
"DEFAULT-5510-010-DEFAULT-5510-010","DEFAULT","5510-010","DEFAULT","5510-010","DEFAULT","1","10","1-49:18.58;50:16.72","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780307487","White Engineer Grade Reflective","White Engineer Grade Reflective","Orafol"
"DEFAULT-5510-070-DEFAULT-5510-070","DEFAULT","5510-070","DEFAULT","5510-070","DEFAULT","1","10","1-49:18.58;50:16.72","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1748943413","Black Engineer Grade Reflective","Black Engineer Grade Reflective","Orafol"
"DEFAULT-6978-Peach-Fuzz-DEFAULT-6978-Peach-Fuzz","DEFAULT","6978-Peach-Fuzz","DEFAULT","6978-Peach-Fuzz","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613486","Peach Fuzz Turbo Heat Transfer Vinyl","Peach Fuzz Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6985-Peri-DEFAULT-6985-Peri","DEFAULT","6985-Peri","DEFAULT","6985-Peri","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613498","Peri Turbo Heat Transfer Vinyl","Peri Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6986-Viva-Magenta-DEFAULT-6986-Viva-Magenta","DEFAULT","6986-Viva-Magenta","DEFAULT","6986-Viva-Magenta","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613503","Magenta Turbo Heat Transfer Vinyl","Magenta Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6988-Sage-Green-DEFAULT-6988-Sage-Green","DEFAULT","6988-Sage-Green","DEFAULT","6988-Sage-Green","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613508","Sage Green Turbo Heat Transfer Vinyl","Sage Green Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6989-Anthracite-DEFAULT-6989-Anthracite","DEFAULT","6989-Anthracite","DEFAULT","6989-Anthracite","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613513","Anthracite Turbo Heat Transfer Vinyl","Anthracite Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6995-Olive-DEFAULT-6995-Olive","DEFAULT","6995-Olive","DEFAULT","6995-Olive","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613525","Olive Turbo Heat Transfer Vinyl","Olive Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6996-Flamingo-DEFAULT-6996-Flamingo","DEFAULT","6996-Flamingo","DEFAULT","6996-Flamingo","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613531","Flamingo Turbo Heat Transfer Vinyl","Flamingo Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6997-Light-Apricot-DEFAULT-6997-Light-Apricot","DEFAULT","6997-Light-Apricot","DEFAULT","6997-Light-Apricot","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613536","Light Apricot Turbo Heat Transfer Vinyl","Light Apricot Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-6998-Coffee-DEFAULT-6998-Coffee","DEFAULT","6998-Coffee","DEFAULT","6998-Coffee","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1755613542","Coffee Turbo Heat Transfer Vinyl","Coffee Turbo Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-700-Black-DEFAULT-700-Black","DEFAULT","700-Black","DEFAULT","700-Black","DEFAULT","1","10","1-24:11.56;25:10.40","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780409167","Black Flock Heat Transfer Vinyl","Black Flock Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-730-Grey-DEFAULT-730_Grey","DEFAULT","730-Grey","DEFAULT","730_Grey","DEFAULT","1","10","1-24:11.56;25:10.40","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780409229","Grey Flock Heat Transfer Vinyl","Grey Flock Heat Transfer Vinyl","Poli-Tape"
"DEFAULT-7357_Diamond-DEFAULT-7357_Diamond","DEFAULT","7357_Diamond","DEFAULT","7357_Diamond","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1782136480","Diamond","Diamond","Ritrama | Fedrigoni"
"DEFAULT-7510-DEFAULT-7510","DEFAULT","7510","DEFAULT","7510","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1753961646","Yellow Fluorescent","Yellow Fluorescent","Orafol"
"DEFAULT-7591_Smoky_Quartz-DEFAULT-7591_Smoky_Quartz","DEFAULT","7591_Smoky_Quartz","DEFAULT","7591_Smoky_Quartz","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1583758818","Smoky Quartz","Smoky Quartz","Ritrama"
"DEFAULT-7667_Azurite-DEFAULT-7667_Azurite","DEFAULT","7667_Azurite","DEFAULT","7667_Azurite","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Azurite","Azurite","Ritrama"
"DEFAULT-7668_Beryl-DEFAULT-7668_Beryl","DEFAULT","7668_Beryl","DEFAULT","7668_Beryl","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Beryl","Beryl","Ritrama"
"DEFAULT-7669_Rose_Quartz-DEFAULT-7669_Rose_Quartz","DEFAULT","7669_Rose_Quartz","DEFAULT","7669_Rose_Quartz","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Rose Quartz","Rose Quartz","Ritrama"
"DEFAULT-7671_Cinnabar-DEFAULT-7671_Cinnabar","DEFAULT","7671_Cinnabar","DEFAULT","7671_Cinnabar","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Cinnabar","Cinnabar","Ritrama"
"DEFAULT-7672_Sapphire_Blue-DEFAULT-7672_Sapphire_Blue","DEFAULT","7672_Sapphire_Blue","DEFAULT","7672_Sapphire_Blue","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Sapphire Blue","Sapphire Blue","Ritrama"
"DEFAULT-7673_Amethyst-DEFAULT-7673_Amethyst","DEFAULT","7673_Amethyst","DEFAULT","7673_Amethyst","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1583758882","Amethyst","Amethyst","Ritrama"
"DEFAULT-7684_Topaz-DEFAULT-7684_Topaz","DEFAULT","7684_Topaz","DEFAULT","7684_Topaz","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","1575295323","Topaz","Topaz","Ritrama"
"DEFAULT-7945_Fire_Opal-DEFAULT-7945_Fire_Opal","DEFAULT","7945_Fire_Opal","DEFAULT","7945_Fire_Opal","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Fire Opal","Fire Opal","Ritrama"
"DEFAULT-7946_Cobalt_Blue-DEFAULT-7946_Cobalt_Blue","DEFAULT","7946_Cobalt_Blue","DEFAULT","7946_Cobalt_Blue","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Cobalt Blue","Cobalt Blue","Ritrama"
"DEFAULT-8220_Emerald_Green-DEFAULT-8220_Emerald_Green","DEFAULT","8220_Emerald_Green","DEFAULT","8220_Emerald_Green","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Emerald Green","Emerald Green","Ritrama"
"DEFAULT-85K0625-DEFAULT-85K0625","DEFAULT","85K0625","DEFAULT","85K0625","DEFAULT","1","10","1-49:3.15;50:2.52","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780390783","ASLAN 85K :: 625mm Width","ASLAN 85K :: 625mm Width","ASLAN"
"DEFAULT-85K1250-DEFAULT-85K1250","DEFAULT","85K1250","DEFAULT","85K1250","DEFAULT","1","10","1-49:6.30;50:5.04","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780390772","ASLAN 85K :: 1250mm Width","ASLAN 85K :: 1250mm Width","ASLAN"
"DEFAULT-8774_Light_Onyx-DEFAULT-8774_Light_Onyx","DEFAULT","8774_Light_Onyx","DEFAULT","8774_Light_Onyx","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Light Onyx","Light Onyx","Ritrama"
"DEFAULT-900EMT1220-DEFAULT-900EMT1220","DEFAULT","900EMT1220","DEFAULT","900EMT1220","DEFAULT","1","10","1-4:120.30;5-9:115.49;10:110.68","0.00","0.00","0.00","1","0.00","0.00","STANDARD","STANDARD","STANDARD","1780388750","900E Medium Tack Paper Application Tape. Roll size 1220mm x 91.4m","900E Medium Tack Paper Application Tape :: 1220mm Width","Doro Tape"
"DEFAULT-900EMTPART-DEFAULT-900EMTPART","DEFAULT","900EMTPART","DEFAULT","900EMTPART","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781089976","900E Medium Tack Application Tape :: Part Roll","900E Medium Tack Application Tape :: Part Roll","Doro Tape"
"DEFAULT-903C1220-DEFAULT-903C1220","DEFAULT","903C1220","DEFAULT","903C1220","DEFAULT","1","10","1-4:115.80;5-9:105.38;10:101.90","0.00","0.00","0.00","1","0.00","0.00","STANDARD","STANDARD","STANDARD","1781089988","903 Medium Tack Clear Filmic Application Tape","903 Clear Application Tape :: 1220mm Width","Doro Tape"
"DEFAULT-903CPART-DEFAULT-903CPART","DEFAULT","903CPART","DEFAULT","903CPART","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781089998","903 Clear 100 micron Application Tape :: Part Roll","903 Clear 100 micron Application Tape :: Part Roll","Doro Tape"
"DEFAULT-90521260-DEFAULT-90521260","DEFAULT","90521260","DEFAULT","90521260","DEFAULT","1","10","129.30","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781108075","Doro 9052 White Matt Magnetic Vinyl :: 1260mm x 10m","Doro 9052 Magnetic Vinyl :: 1260mm x 10m","Doro Tape"
"DEFAULT-90561270-DEFAULT-90561270","DEFAULT","90561270","DEFAULT","90561270","DEFAULT","1","10","263.50","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1752072308","Doro 9056 Magnetic Vinyl :: 1270mm x 30m","Doro 9056 Magnetic Vinyl :: 1270mm x 30m","Doro Tape"
"DEFAULT-907CT1220-DEFAULT-907CT1220","DEFAULT","907CT1220","DEFAULT","907CT1220","DEFAULT","1","10","1-4:119.20;5-9:112.05;104.90","0.00","0.00","0.00","1","0.00","0.00","STANDARD","STANDARD","STANDARD","1780390513","907 Medium Tack Clear Filmic Tearable Application Tape","907 Clear Tearable Application Tape :: 1220mm Width","Doro Tape"
"DEFAULT-908HT1220-DEFAULT-908HT1220","DEFAULT","908HT1220","DEFAULT","908HT1220","DEFAULT","1","10","1-4:120.30;5-9:115.49;10:110.68","0.00","0.00","0.00","1","0.00","0.00","STANDARD","STANDARD","STANDARD","1780389540","908 Medium/High Tack Paper Application Tape. Roll size 1220mm x 91.4m","908 High Tack Paper Application Tape :: 1220mm Width","Doro Tape"
"DEFAULT-AA14_Original_Oak-DEFAULT-AA14_Original_Oak","DEFAULT","AA14_Original_Oak","DEFAULT","AA14_Original_Oak","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1743069325","AA14 Original Oak","AA14 Original Oak","Cover Styl'"
"DEFAULT-AA15_Grey_Line_Oak_Structured-DEFAULT-AA15_Grey_Line_Oak_Structured","DEFAULT","AA15_Grey_Line_Oak_Structured","DEFAULT","AA15_Grey_Line_Oak_Structured","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1743069340","AA15 Grey Line Oak","AA15 Grey Line Oak","Cover Styl'"
"DEFAULT-AB-DEFAULT-AB","DEFAULT","AB","DEFAULT","AB","DEFAULT","1","10","92.30","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780484137","A Board","A Board","Default Manufacturer"
"DEFAULT-AB05_Blue_Ebony-DEFAULT-AB05_Blue_Ebony","DEFAULT","AB05_Blue_Ebony","DEFAULT","AB05_Blue_Ebony","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1743069345","AB05 Blue Ebony","AB05 Blue Ebony","Cover Styl'"
"DEFAULT-ABBOOSTER-DEFAULT-ABBOOSTER","DEFAULT","ABBOOSTER","DEFAULT","ABBOOSTER","DEFAULT","1","10","130.30","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781104611","Booster","Booster","Doro Tape"
"DEFAULT-ABCHALK-DEFAULT-ABCHALK","DEFAULT","ABCHALK","DEFAULT","ABCHALK","DEFAULT","1","10","125.10","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781104962","Chalk A-Board","Chalk A-Board","Default Manufacturer"
"DEFAULT-ABECOFLEX-DEFAULT-ABECOFLEX","DEFAULT","ABECOFLEX","DEFAULT","ABECOFLEX","DEFAULT","1","10","51.10","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781104643","Eco Flex","Eco Flex","Default Manufacturer"
"DEFAULT-ABECOSWING-DEFAULT-ABECOSWING","DEFAULT","ABECOSWING","DEFAULT","ABECOSWING","DEFAULT","1","10","51.90","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781104880","Eco Swinger","Eco Swinger","Doro Tape"
"DEFAULT-ABPOSTERSWINGER-DEFAULT-ABPOSTERSWINGER","DEFAULT","ABPOSTERSWINGER","DEFAULT","ABPOSTERSWINGER","DEFAULT","1","10","85.80","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780484088","Poster Swinger 2","Poster Swinger 2000","Doro Tape"
"DEFAULT-ABSWINGER-DEFAULT-ABSWINGER","DEFAULT","ABSWINGER","DEFAULT","ABSWINGER","DEFAULT","1","10","70.70","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781104913","Swinger 2","Swinger 2000","Default Manufacturer"
"DEFAULT-AF03_Line_Beige_Pine-DEFAULT-AF03_Line_Beige_Pine","DEFAULT","AF03_Line_Beige_Pine","DEFAULT","AF03_Line_Beige_Pine","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1743069352","AF03 Line Beige Pine","AF03 Line Beige Pine","Cover Styl'"
"DEFAULT-AF08_Light_Grey_Oak-DEFAULT-AF08_Light_Grey_Oak","DEFAULT","AF08_Light_Grey_Oak","DEFAULT","AF08_Light_Grey_Oak","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1743069361","AF08 Walnut Oak","AF08 Walnut Oak","Cover Styl'"
"DEFAULT-AF10_Walnut_Cream-DEFAULT-AF10_Walnut_Cream","DEFAULT","AF10_Walnut_Cream","DEFAULT","AF10_Walnut_Cream","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1743069367","AF10 Hazelnut Cream","AF10 Hazelnut Cream","Cover Styl'"
