"id","name","prodnum","manufacturer","imgsm","discexclusions","suppressreport","barcode","vendorid","vendoritemid","vendordesc","purchcosteach","avgcosteach","mapprice","acctsysprice","casequantity","casebarcode","acctsysasset","acctsyscogs","acctsysincome","acctsyspri","acctsysalt","acctsysprimod","acctsysaltmod","invtype","notifystock","invlevel","invoversell","invsalesorder","invshipmanager","invpurchord","warehouseloc","delmethod","shipnumbox","servreq","shipmustrate","shipfreethreshtrigger","customship","shiponename","shiponeprice","shiptwoname","shiptwoprice","shipthreename","shipthreeprice","shiplocal","shipint","shiplength","shipwidth","shipheight","shipnest","shipweight","xprodoptions","xprodoptionsdisp","addemtext","customdata","customdispoos","customdispover","purchcostdropeach","mappricewhl","invitemminquan","invitemincquan","invitemmaxquan","invautonegwhl","invautonegchannel","easypick"
"5460","Green Reflective","5460","Orafol","5460-Green.png","","0","","DEFAULT","","Green Reflective","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","54001220, 5400610","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"5510-010","White Engineer Grade Reflective","5510-010","Orafol","5510_010_White.png","","0","","DEFAULT","","White Engineer Grade Reflective","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"5510-070","Black Engineer Grade Reflective","5510-070","Orafol","5510_070_Black.png","","0","","DEFAULT","","Black Engineer Grade Reflective","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6978-Peach-Fuzz","Peach Fuzz Turbo Heat Transfer Vinyl","6978","Poli-Tape","6978_Peach_Fuzz.png","","0","","DEFAULT","","Black Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6985-Peri","Peri Turbo Heat Transfer Vinyl","6985","Poli-Tape","6985_Peri.png","","0","","DEFAULT","","Black Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6986-Viva-Magenta","Magenta Turbo Heat Transfer Vinyl","6986","Poli-Tape","6986_Viva_Magenta.png","","0","","DEFAULT","","Black Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6988-Sage-Green","Sage Green Turbo Heat Transfer Vinyl","6988","Poli-Tape","6988_Sage_Green.png","","0","","DEFAULT","","","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6989-Anthracite","Anthracite Turbo Heat Transfer Vinyl","6989","Poli-Tape","6989_Anthracite.png","","0","","DEFAULT","","Black Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6995-Olive","Olive Turbo Heat Transfer Vinyl","6995","Poli-Tape","6995_Olive.png","","0","","DEFAULT","","Black Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6996-Flamingo","Flamingo Turbo Heat Transfer Vinyl","6996","Poli-Tape","6996_Flamingo.png","","0","","DEFAULT","","Rose Gold Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-M","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6997-Light-Apricot","Light Apricot Turbo Heat Transfer Vinyl","6997","Poli-Tape","6997_Light_Apricot.png","","0","","DEFAULT","","Black Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"6998-Coffee","Coffee Turbo Heat Transfer Vinyl","6998","Poli-Tape","6998_Coffee.png","","0","","DEFAULT","","Black Turbo Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","TURBOFLEX-C","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"700-Black","Black Flock Heat Transfer Vinyl","700","Poli-Tape","700_Black.png","","0","","DEFAULT","","Black Flock Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"730_Grey","Grey Flock Heat Transfer Vinyl","730","Poli-Tape","730_Grey.png","","0","","DEFAULT","","White Heat Transfer Vinyl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7357_Diamond","Diamond","7357","Ritrama","7357-Diamond.png","","0","","DEFAULT","","Diamond","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, ","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7510","Yellow Fluorescent","7510","Orafol","7510-Yellow.png","","0","","DEFAULT","","Polished Emerald Green","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","7510630, 75101260","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7591_Smoky_Quartz","Smoky Quartz","7591","Ritrama","7591-Smoky-Quartz.png","","0","","DEFAULT","","Smoky Quartz","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7667_Azurite","Azurite","7667","Ritrama","7667-Azurite.png","","0","","DEFAULT","","Azurite","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7668_Beryl","Beryl","7668","Ritrama","7668-Beryl.png","","0","","DEFAULT","","Beryl","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7669_Rose_Quartz","Rose Quartz","7669","Ritrama","7669-Rose-Quartz.png","","0","","DEFAULT","","Rose Quartz","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7671_Cinnabar","Cinnabar","7671","Ritrama","7671-Cinnabar.png","","0","","DEFAULT","","Cinnabar","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7672_Sapphire_Blue","Sapphire Blue","7672","Ritrama","7672-Sapphire-Blue.png","","0","","DEFAULT","","Sapphire Blue","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, ","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7673_Amethyst","Amethyst","7673","Ritrama","7673-Amethyst.png","","0","","DEFAULT","","Amethyst","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7684_Topaz","Topaz","7684","Ritrama","7684-Topaz.png","","0","","DEFAULT","","Topaz","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7945_Fire_Opal","Fire Opal","7945","Ritrama","7945-Fire-Opal.png","","0","","DEFAULT","","Fire Opal","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"7946_Cobalt_Blue","Cobalt Blue","7946","Ritrama","7946-Cobalt-Blue.png","","0","","DEFAULT","","Cobalt Blue","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"8220_Emerald_Green","Emerald Green","8220","Ritrama","8220-Emerald-Green.png","","0","","DEFAULT","","Emerald Green","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"85K0625","ASLAN 85K :: 625mm Width","85K","Aslan","ASLAN_85K.jpg","","0","","DEFAULT","2625","Aslan 85K :: 625mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CUTSIZE","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"85K1250","ASLAN 85K :: 1250mm Width","85K","Aslan","ASLAN_85K.jpg","","0","","DEFAULT","2625","Aslan 85K :: 1250mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CUTSIZE","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"8774_Light_Onyx","Light Onyx","8774","Ritrama","8774-Light-Onyx.png","","0","","DEFAULT","","Light Onyx","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","GEMSTONE610, GEMSTONE1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"900EMT1220","900E Medium Tack Paper Application Tape :: 1220mm Width","900E","Doro_Tape","900E.jpg","","0","","DEFAULT","2820","900E Medium Tack Paper Application Tape :: 1220mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CUTSIZE","ADDON, DEFAULT","





















","","","","0","0","0","0","0","0","0",""
"900EMTPART","900E Medium Tack Application Tape :: Part Roll","900E","Doro_Tape","900E.jpg","","0","","DEFAULT","2850","900E Medium Tack Application Tape :: Part Roll","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","PAPER-APP-TAPE","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"903C1220","903 Clear Application Tape :: 1220mm Width","903","Doro_Tape","903.png","","0","","DEFAULT","2870","903 Clear Application Tape :: 1220mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CUTSIZE","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"903CPART","903 Clear 100 micron Application Tape :: Part Roll","903","Doro_Tape","903.png","","0","","DEFAULT","2910","903 Clear 100 micron Application Tape :: Part Roll","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CLEAR-APP-TAPE","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"90521260","Doro 9052 Magnetic Vinyl :: 1260mm x 10m","9052","Doro_Tape","9052_Magnetic.jpg","","0","","DEFAULT","2132","Doro 9054 Self-adhesive Magnetic Vinyl :: 1250mm x 10m","0","0","0","121","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"90561270","Doro 9056 Magnetic Vinyl :: 1270mm x 30m","9056","Doro_Tape","9056_Magnetic.jpg","","0","","DEFAULT","2132","Doro 9056  Magnetic Vinyl :: 1270mm x 30m","0","0","0","121","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"907CT1220","907 Clear Tearable Application Tape :: 1220mm Width","907","Doro_Tape","907.png","","0","","DEFAULT","2900","907 Clear Tearable Application Tape :: 1220mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CUTSIZE","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"908HT1220","908 High Tack Paper Application Tape :: 1220mm Width","908","Doro_Tape","908.jpg","","0","","DEFAULT","2830","908 High Tack Paper Application Tape :: 1220mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CUTSIZE","ADDON, DEFAULT","





















","","","","0","0","0","0","0","0","0",""
"AA14_Original_Oak","AA14 Original Oak","Cover Styl' AA14","Cover_Styl","AA14_Original_Oak.jpg","","0","","DEFAULT","","AA14 Original Oak","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Dark","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AA15_Grey_Line_Oak_Structured","AA15 Grey Line Oak","Cover Styl' AA15","Cover_Styl","AA15_Grey_Line_Oak_Structured.jpg","","0","","DEFAULT","","AA15 Grey Line Oak Structured","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Medium","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AB","A Board","AB1","DEFAULT","AB.jpg","","0","","DEFAULT","2006","A Board","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","
","","","","0","0","0","0","0","0","0",""
"AB05_Blue_Ebony","AB05 Blue Ebony","Cover Styl' AB05","Cover_Styl","AB05_Blue_Ebony.jpg","","0","","DEFAULT","","AB05 Blue Ebony","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Painted","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"ABBOOSTER","Booster","BOO","Doro_Tape","ABBOOSTER.jpg","","0","","DEFAULT","2008","Booster","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"ABCHALK","Chalk A-Board","CAB","DEFAULT","ABCHALK.jpg","","0","","DEFAULT","2009","Chalk A-Board","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","


","","","","0","0","0","0","0","0","0",""
"ABECOFLEX","Eco Flex","ECO-W","DEFAULT","ABECOFLEX.jpg","","0","","DEFAULT","2007","Eco Flex","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"ABECOSWING","Eco Swinger","ECOS","Doro_Tape","ABECOSWING.jpg","","0","","DEFAULT","2016","Eco Swinger","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"ABPOSTERSWINGER","Poster Swinger 2000","SW2P","Doro_Tape","Swinger2.png","","0","","DEFAULT","2018","Poster Swinger 2000","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"ABSWINGER","Swinger 2000","SW2","DEFAULT","Swinger_2.jpg","","0","","DEFAULT","2017","Swinger 2000","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"AF03_Line_Beige_Pine","AF03 Line Beige Pine","Cover Styl' AF03","Cover_Styl","AF03_Line_Beige_Pine.jpg","","0","","DEFAULT","","AF03 Line Beige Pine","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Light","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AF08_Light_Grey_Oak","AF08 Walnut Oak","Cover Styl' AF08","Cover_Styl","AF08_Light_Grey_Oak.jpg","","0","","DEFAULT","","AF08 Light Grey Oak","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Medium","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AF10_Walnut_Cream","AF10 Hazelnut Cream","Cover Styl' AF10","Cover_Styl","AF10_Walnut_Cream.jpg","","0","","DEFAULT","","AF10 Walnut Cream","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Dark","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AG14_Cream_Golden_Oak","AG14 Cream Golden Oak","Cover Styl' AG14","Cover_Styl","AG14_Cream_Golden_Oak.jpg","","0","","DEFAULT","","AG14 Cream Golden Oak","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Light","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AG20_Light_Cream_Beech","AG20 Light Cream Beech","Cover Styl' AG20","Cover_Styl","AG20_Light_Cream_Beech.jpg","","0","","DEFAULT","","AG20 Light Cream Beech","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Light","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AL09_Gold_Antique","AL09 Gold Antique","Cover Styl' AL09","Cover_Styl","AL09_Gold_Antique.jpg","","0","","DEFAULT","","Polished Silver","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Steel-Rust-Prestige","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AL11_Silver_Metal_Weaving","AL11 Silver Metal Weaving","Cover Styl' AL11","Cover_Styl","AL11_Silver_Metal_Weaving.jpg","","0","","DEFAULT","","AL11 Silver Metal Weaving","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Textile-Metallic-Prestige","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"AL14_Traditional_Oak","AL14 Traditional Oak","Cover Styl' AL14","Cover_Styl","AL14_Traditional_Oak.jpg","","0","","DEFAULT","","AL14 Traditional Oak","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Medium","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
